,NCT_ID,Any_women,Enrolls.18.45,Reason,Either,official_title,summary,gender,minimum_age,maximum_age,criteria,Check
30,NCT00000120,1,0,The study includes male and female infants only.,TRUE,NA,"To compare the effectiveness of silver nitrate drops, erythromycin ointment, or no medication in preventing neonatal conjunctivitis caused by Chlamydia trachomatis and other eye infections.~To compare side effects of the two prophylactic agents.",All,N/A,1 Year,"The study included male and female infants delivered at University Hospital in Seattle, Washington. Women were recruited after the 28th week of pregnancy and had to be English-speaking. In addition, they planned to stay at the hospital at least 48 hours following delivery and lived in the greater Seattle metropolitan area. Infants were eligible whether they were delivered vaginally or by cesarean section. Excluded from the study were siblings of infants enrolled in the study, women who were culture-positive for gonorrhea, infants receiving systemic antimicrobials for reasons other than conjunctivitis, women receiving antimicrobials at the time of delivery, and families unlikely to be available for followup after delivery.",1
31,NCT00000180,1,0,"The trial enrolls healthy older volunteers, which implies it does not include people aged 18-45.",TRUE,NA,"AIT-082 is a novel small molecule that crosses the blood-brain barrier to enhance nerve function by increasing levels of neurotrophic growth factors and encouraging nerve sprouting in the brain. Preclinical studies in animals have shown that AIT-082 improves memory in aged animals and in animals with neurological deficits.~This study was a double-blind placebo-controlled safety study that was designed to study whether AIT-082 may delay age-related mental decline. Eight healthy older volunteers at two clinical sites were given single, weekly, rising doses of AIT-082 or placebo for 5 weeks; were tested for side effects and absorption; and underwent a battery of neuropsychological memory tests, including word and number recall tests.",All,N/A,N/A,NA,1
32,NCT00097669,0,1,Excludes women of child-bearing potential who are at risk of pregnancy.,TRUE,VITATOPS - A Study of VITAmins TO Prevent Stroke,"The VITATOPS study is a multi-center, randomized, double blind, placebo-controlled secondary stroke prevention trial to determine whether the addition of vitamin supplements (B12 500 ug, B6 25 mg, Folate 2 mg) to best medical/surgical management (including modification of risk factors) will reduce the combined incidence of recurrent vascular events (stroke, myocardial infarction) and vascular death in patients with recent stroke or transient ischemic attack (TIA). All patients presenting to one of the participating neurologists or general physicians within seven months of stroke (ischemic or hemorrhagic) or TIA (eye or brain) are eligible for this trial. Eligible patients will be randomized in a double-blind fashion to receive multi-vitamins or placebo, 1 tablet daily. The primary outcome event is the composite event stroke, myocardial infarction, or death from any vascular cause, whichever occurs first. Our target is to recruit a total of 8,000 patients over the next two years with a median follow-up of 2.5 years. Recruitment to the trial began in November 1998 and is planned to continue until December 2005. We aim to complete final follow-up by the end of 2006. However, the Steering Committee will be flexible in dictating the need for ongoing recruitment and continuing follow-up, depending on the overall rate of the primary outcome event in the entire cohort at each interim analysis.",All,N/A,N/A,"Inclusion Criteria:~Patients presenting within seven months of stroke (ischemic or hemorrhagic) or TIA~Agree to take study medication~Be geographically accessible for follow-up~Provide written informed consent~Exclusion Criteria:~Taking folic acid or B6 on medical advice~Use of vitamin supplements containing folate, B6 or B12 (unless patient agrees to take study medication instead of the vitamin supplements which they usually take)~Taking Methotrexate for any reason~Pregnancy or women of child-bearing potential who are at risk of pregnancy~Limited life expectancy",0
33,NCT00000576,1,0,"The trial enrolls premature infants of both genders, but does not include individuals aged 18-45.",TRUE,NA,"To test if inhaled glucocorticoids, early in the course of respiratory failure in premature infants, permit normal lung growth and differentiation, thus preventing development of bronchopulmonary dysplasia.",All,N/A,1 Year,"Premature boy and girl infants with birth weight less than 1,251 grams, gestational age less than 33 weeks, and postnatal age three to fourteen days, who continue to require mechanical ventilation with an emphasis on enrollment at three days.",1
34,NCT00281671,1,0,"The trial enrolls infants under 1 year of age, excluding anyone older.",TRUE,Pilot Study of the Effects of Nesiritide on Hemodynamics and Urine Output Following Cardiopulmonary Bypass in Infants,The purpose of this study is to determine the effects of nesiritide on urine output and hemodynamics following cardiopulmonary bypass in infants. Safety and pharmacokinetic data will also be obtained.,All,N/A,1 Year,"Inclusion Criteria:~> 48 hours after cardiac surgery requiring cardiopulmonary bypass~< 1 year of age~Receiving chlorothiazide and furosemide for > 12 hours~Urine output < 4 cc/kg/hour, or fluid intake > output for 2 consecutive days~Receiving mechanical ventilation~Presence of body wall edema on CXR, defined as a radiologic index of > 2~Plan for > 24 hrs further diuresis before chest closure or extubation~Exclusion Criteria:~Age > 365 days at the time of enrollment~Corrected estimated gestational age < 35 weeks at the time of enrollment~Serum creatinine > 2.0 mg/dL at the time of enrollment~Significant hemodynamic instability at the time of enrollment~Lack of dedicated intravenous access for nesiritide infusion~Lack of arterial line for continuous blood pressure monitoring~Lack of a Foley catheter for continuous urine collection~Enrollment in another research study such that the outcomes of either study may be confounded by participation in this study, or such that the amount of blood drawn for research purposes becomes excessive.",1
35,NCT00006401,0,0,"The trial enrolls only premature infants, excluding adults aged 18-45.",TRUE,Inhaled NO for the Prevention of Chronic Lung Disease,To determine whether or not inhaled nitric oxide (iNO) safely decreases the incidence of chronic lung disease (CLD) in premature infants.,All,N/A,1 Year,"Inclusion Criteria:~Weighing between 500 to 1250 grams at birth~Gestational age of less than 34 weeks~Less than 48 hours old~Respiratory failure on mechanical ventilation~Absence of structural heart disease (PDA, ASD less than 1 cm, or VSD less than 2 mm are permitted if known prior to study entry)~Absence of lethal congenital anomaly~Exclusion Criteria:~Concurrent participation in another experimental study (observational studies will be allowed with prior approval by the Steering Committee and Data and Safety Monitoring Board)~Active pulmonary hemorrhage~Unevaluated pneumothorax~High frequency jet ventilation~Expected short duration of ventilation (less than 48 hours from birth)",1
36,NCT00108238,1,0,"The trial enrolls only postmenopausal women, which excludes women aged 18-45.",TRUE,Estrogen Alternatives and Vascular Function in Post-Menopausal Women,"Healthy postmenopausal women not currently taking hormone replacement or hormone modulating therapy take a 3-month course of estradiol/raloxifene/placebo to evaluate the effects of each on vascular function, as indicated by PET coronary flow reserve studies and brachial artery ultrasound, before and after use of the therapies. This is a randomized, placebo-controlled, blinded study.",Female,N/A,N/A,"Inclusion Criteria:~Postmenopausal women (no menses for greater than or equal to 12 months, or s/p [status post] hysterectomy with bilateral ovariectomy) not currently taking hormone replacement therapy (within previous 3 months)~Normal mammogram within previous 12 months~Exclusion Criteria:~Current or recent (within previous 3 months) hormone replacement therapy~Current or recent (within previous 3 months) use of hormone alternatives such as raloxifene, tamoxifen, or soy estrogen preparations.~LDL Cholesterol > 160 mg/dl.~History of hypertension, diabetes mellitus, peripheral vascular disease, cerebrovascular disease, current smoking, history of DVT (deep vein thrombosis) or PE (pulmonary embolism), active gallbladder disease, family history of premature (men under 55 yrs, women under 65 yrs) coronary artery disease~History of breast, uterine, or ovarian cancer Contraindication to adenosine administration (i.e., significant bronchospastic pulmonary disease, higher degree heart block)~Inability to give informed consent~Inability to temporarily (for 24 hours) discontinue potential vasoactive drugs, such as anti-inflammatory agents and aspirin, at least 24 hours prior to the examinations.~History of coronary heart disease",1
37,NCT00009204,1,0,"The study enrolls patients with dementia, which typically affects older adults. There are no gender restrictions, but the age range is not specified to include 18-45.",TRUE,Serotonergic Pharmacotherapy for Agitation of Dementia,"This study is a randomized, double-blind, placebo-controlled, fixed dose study currently being conducted on two geropsychiatric units at Western Psychiatric Institute and Clinic. It seeks to evaluate the short-term safety and efficacy of citalopram and perphenazine in the treatment of 112 patients suffering from behavioral disturbances associated with dementia. Findings from this research may directly lead to improved acute pharmacotherapy for psychosis and behavioral problems in patients diagnosed with dementia. Improved treatment of behavioral complications with reduced side effects would reduce excess disability in patients diagnosed with dementia, allowing them to be maintained in the community for greater periods of time.",All,N/A,N/A,"Inclusion Criteria:~Meets DSM-IV criteria for diagnosis of dementia of the Alzheimer's type (AD), Vascular dementia (VD), mixed (AD and VD) or dementia NOS (Not Otherwise Specified)~Presents with psychosis or behavioral problems severe enough to endanger the patient's health, well-being or safety, as evidenced by a score of at least 3 (moderate) on one of the Neurobehavioral Rating Scale (NBRS) agitation items (8,11,14) or psychosis items (16,18,20) and are not secondary to physical illness nor amenable to environmental optimization~Able to participate in study evaluations and ingest oral medication~Has next of kin or a guardian available to consent to patient's participation.~Exclusion Criteria:~Has an unstable medical illness including significant cardiac (specifically bradycardia with ventricular rate below 50), renal, hepatic, or neurological illness (especially Parkinson's disease) other than dementia~Meets DSM-IV criteria for Delirium upon admission to Western Psychiatric Institute and Clinic~Has been medicated within 4 weeks of protocol admission with fluoxetine or 2 weeks with a monoamine oxidase inhibitor (patients will undergo a monitored psychotropic drug washout prior to entering the protocol)~Is currently being treated with cognitive enhancing drugs (Tacrine or Aricept) or any experimental drug~Has a concurrent diagnosis of schizophrenia, bipolar disorder, or major depression~Has preexisting orthostatic hypotension (with > 20 mmHg change from sitting to standing pressure)",1
38,NCT00000494,1,0,"The trial enrolls both boy and girl premature infants, but does not include individuals aged 18-45.",TRUE,NA,To evaluate the effects (up to one year of age) of indomethacin on the clinical course of patent ductus arteriosus (PDA) in premature infants (24 hours old or less) and to assess the relative merits of indomethacin and surgery in infants with persistent respiratory distress who were not treated early with indomethacin. Two concurrent trials were performed.,All,N/A,1 Year,"Boy and girl premature infants with patent ductus arteriosus. Birth weight of 1,750 grams or less. Admitted to participating institution within first 24 hours of life.",1
39,NCT03149809,1,0,"The trial does not specify gender restrictions, so women are allowed to enroll. However, the inclusion criteria and context suggest it is focused on older adults with Parkinson's Disease, likely excluding the 18-45 age group.",TRUE,Behavioral or Solifenacin Therapy for Urinary Symptoms in Parkinson Disease,"The impact of urinary symptoms in Parkinson disease (PD) extends beyond worsened well-being. Urinary symptoms common in PD, especially incontinence and nocturia, are major risk factors for falls likely due to the combination of urinary urgency and impaired mobility (and falls are a leading cause of mortality in PD), for spouse/caregiver stress due to decreased mutuality in the relationship, and for institutionalization, largely due to increased disability. Additionally, most medications currently recommended for urinary symptoms in PD are anticholinergic and have the potential to worsen the progressive cognitive and autonomic burdens of the disease. Veterans with PD are also more likely to rely solely on VA for their health care than Veterans without PD. Thus, optimizing the care of urinary symptoms for Veterans with PD becomes imperative, particularly for VA. Using a non-inferiority design, this proposal seeks to demonstrate the comparative effectiveness of pelvic floor muscle exercise-based behavioral therapy versus drug therapy to treat urinary symptoms in PD.",All,N/A,N/A,"Inclusion Criteria:~Clinical diagnosis of PD determined by a board-certified neurologist with specialty training in movement disorders~An ICIQ-OAB Symptom Score of 7, which indicates clinically significant symptoms of OAB, defined as presence of urinary urgency with or without urgency incontinence usually with increased daytime frequency and nocturia in the absence of infection or other obvious pathology~Exclusion Criteria:~Significant cognitive impairment, as indicated by a Montreal Cognitive Assessment (MoCA) score of < 18, which is the recommended diagnostic cutpoint for dementia in PD.~Previous intensive pelvic floor muscle exercise training~Clinically significant depression as measured by a Geriatric Depression Scale-Short Form score 10 which could affect motivation to fully engage in the intervention~Use of an indwelling urinary catheter~Post-void residual (PVR) urine measurement by bladder ultrasound of 150 mL~Severe uterine prolapse past the vaginal introitus~Poorly controlled diabetes defined by a hemoglobin A1c (HgbA1c) of >9.0% within the last 3 months. Participants with poorly controlled diabetes will be offered enrollment if the OAB symptoms persist after improvement in diabetes control~Chronic renal failure and on hemodialysis~Genitourinary cancer with ongoing surgical or external beam radiation treatment~Previous artificial urinary sphincter, sling procedure or implanted sacral neuromodulation device~History of bladder-injection of botulinum toxin in the last 12 months~Any unstable health condition expected to result in hospitalization or death within in the next 3 months as determined by site principal investigator.~Hypersensitivity to drug class~Contraindication to the study drug (solifenacin) including: narrow angle glaucoma, history of gastric retention, history of acute urinary retention requiring catheterization~Current use of a bladder relaxant - permitted to enroll after two week washout~Hematuria on microscopic examination in the absence of infection. A urologic consultation will be recommended and enrollment will depend on clearance by a urologist and agreement by the site PI that entry into the treatment protocol is not contraindicated~If on diuretic, dose should be stable for at least 4 weeks~If taking an alpha-blocker, dose should be stable for at least 4 weeks~If taking dutasteride or finasteride, dose should be stable for at least 6 months",1
40,NCT00015873,1,0,"The trial enrolls infants under one year old, which excludes the age group 18-45.",TRUE,International Collaborative Treatment Protocol for Infants Under One Year With Acute Lymphoblastic Leukemia,RATIONALE: Drugs used in chemotherapy use different ways to stop cancer cells from dividing so they stop growing or die. Combining more than one drug may kill more cancer cells. It is not yet known which combination chemotherapy regimen is most effective for treating infants with acute lymphoblastic leukemia.~PURPOSE: Randomized phase III trial to compare the effectiveness of different combination chemotherapy regimens in treating infants who have newly diagnosed acute lymphoblastic leukemia.,All,N/A,1 Year,DISEASE CHARACTERISTICS:~Diagnosis of acute lymphoblastic leukemia (ALL)~Newly diagnosed~Morphological verification by cytochemistry and immunophenotyping~CNS or testicular leukemia at diagnosis allowed~Trisomy 21 allowed~PATIENT CHARACTERISTICS:~Age:~365 days or less~Performance status:~Not specified~Life expectancy:~Not specified~Hematopoietic:~Not specified~Hepatic:~Not specified~Renal:~Not specified~PRIOR CONCURRENT THERAPY:~Biologic therapy:~Not specified~Chemotherapy:~No prior chemotherapy for leukemia~Endocrine therapy:~At least 4 weeks since prior systemic corticosteroids~Prior inhaled steroids allowed~Radiotherapy:~No prior radiotherapy for leukemia~Surgery:~Not specified,1
41,NCT01671410,0,0,"The trial enrolls only infants, with no mention of enrolling women or individuals aged 18-45.",TRUE,"A Randomized, Open Label Clinical Trial of Buprenorphine in the Treatment of Neonatal Abstinence Syndrome in Infants With In Utero Exposure to Benzodiazepines or Are Breastfeeding",The opioid neonatal abstinence syndrome (NAS) is a condition of withdrawal symptoms after utero exposure to opioids. Sublingual buprenorphine shows promise as a new treatment in NAS. This trial will investigate the safety and tolerability of sublingual buprenorphine in infants exposed to both opioids and benzodiazepines in utero or with exposure of opioids in those who are breastfeeding.,All,N/A,N/A,"Inclusion Criteria:~≥ 37 weeks gestation~Exposure to opioids in utero~Demonstration of signs and symptoms of neonatal abstinence syndrome requiring treatment~Exposure to benzodiazepines in utero and/or receiving breast milk. Benzodiazepine use is defined as maternal use in the past 30 days, and/or receipt of benzodiazepines by prescription (as determined by self-report or intake urine) by the mother 30 days prior to birth.~Exclusion Criteria:~Major congenital malformations and/or intrauterine growth retardation defined as birth weight <2200 gm~Medical illness requiring intensification of medical therapy. This includes, but is not limited to suspected sepsis requiring antibiotic therapy.~Hypoglycemia requiring treatment with intravenous dextrose~Bilirubin >20 mg/dL (The need for phototherapy is not exclusionary)~Seizure activity or other neurologic abnormality",1
42,NCT00081952,1,0,"The trial enrolls postmenopausal women only, which typically excludes women aged 18-45.",TRUE,Amino Acid Therapy for Hot Flashes/Postmenopausal Women,"The purpose of this study is to determine the safety, tolerability, and effectiveness of the amino acid L-isoleucine in the treatment of hot flashes in postmenopausal women.",Female,N/A,N/A,Inclusion Criteria:~Postmenopausal~Experience over 5 hot flashes per day~Exclusion Criteria:~Hormone Replacement Therapy (HRT) in the past 2 months,1
43,NCT01806792,1,0,"The trial enrolls only postmenopausal women, which excludes women under 45.",TRUE,"For 4 Months, the Multi Center, Double Blinded, Randomized, Active Controlled, Comparative Clinical Study to Assess the Efficacy and the Safety to Improvement Effect of Vit.D of Risenex Plus M Tablet in Patients With In Post-menopausal Women Osteoporosis","The purpose of this study is to evaluate the efficacy and the safety of Risedronate, cholecalciferol combination tablet in patients with Osteoporosis",Female,N/A,N/A,"Inclusion Criteria:~women osteoporosis~patients with a diagnosis of Postmenopausal over 6 Months if they had a bone mineral density T-score of < -2.5 at the mean lumbar spine (L1-4), femoral neck, or total, or a T-score of < -1.0 with radiologic evidence of at least one vertebral fracture. Menopause was defined as no natural menses for at least 1 year and a serum FSH level > 40 IU/L, with a reported hysterectomy~low levels of 25(OH)D > 9 ng/mL~patients who give written consent of agreement to voluntarily participate in the clinical study~patients who can read and understand written instructions~Exclusion Criteria:~patients who had contraindications to oral bisphosphonates, such as esophageal strictures~ALT, AST ≥ 2×UNL and Serum Creatinine ≥ 1.5×UNL~low levels of 25(OH)D (less than 9 ng/mL).~Previous use of oral bisphosphonates and vitamin D were allowed, but a washout period was needed, depending on the duration of treatment. Two-year washout periods were needed for bisphosphonate users and 3-6-month periods were required for vitamin D users of > 200 IU.~drug administration after diagnosing as alcoholic or psychical disease~patients whom the investigators judge as improper to participate in this clinical trial 7)13.patients who have experience to participate in other clinical trial within 30 days prior to study participation",1
44,NCT00009191,1,0,"The trial does not specify any gender restrictions, so it enrolls women. However, it is for patients with Alzheimer's disease, which typically affects older adults, and the inclusion criteria do not specify an age range that includes 18-45.",TRUE,NA,"Major depression afflicts approximately 25 percent of patients with AD. Depression in AD patients leads to mental suffering, behavioral disturbance (such as aggression), poor cognition, poor self-care, caregiver depression, caregiver burden, and early entry into the nursing home. Since major depression is treatable, this additional disability may be avoidable. The use of antidepressants to treat major depression in AD is supported by two studies, although a third does not show a benefit for antidepressants over placebo. Also, the safety of antidepressant treatment in depressed AD patients is poorly studied. A conclusive study showing that depression reduction in AD can be accomplished safely with antidepressant medications, and that depression reduction is associated with improvements in activities of daily living, non-mood behavioral disturbances, caregiver burden, and caregiver depression would have major clinical and cost implications for the care of the AD patient. This study is a 13-week, double blind, flexible dose, placebo controlled trial of sertraline in the treatment of outpatients with AD and co-morbid major depression. The hypothesis is that antidepressant treatment is superior to placebo in improving mood, in improving cognition, in reducing physical dependency, in reducing caregiver depression, and in reducing caregiver burden. It is also hypothesized that the degree of depression reduction is correlated with these improvements. It is further hypothesized that the safety profile of sertraline when compared to placebo is acceptable, especially with regard to risk of falls, sleep disturbance, and delirium. One hundred community residing outpatients with probable AD who also meet DSM-IV criteria for major depressive episode will be recruited into the study. They will be randomized to sertraline or placebo and followed through weekly telephone contact by an experienced clinical trials team. Outcomes will be assessed every 3 weeks, for a total of four followup data points. Scales assessing the following domains will be used: depression, cognition, behavioral disturbance, physical dependency, delirium, falls, sleep, other side effects, caregiver depression, caregiver burden, caregiver functioning, and caregiver health.",All,N/A,N/A,"Inclusion:~Diagnosis of Probable Alzheimer's disease (AD) by NINCDS/ADRDA criteria (McKann et al., 1984), with a MMSE score greater than 10~Diagnosis of current major depressive episode (MD), by DSM-IV, based on the SCID-IV examination~Patients will be included even if they have a pre-AD history of unipolar depression~Patients who currently are being treated with antidepressants but continue to meet criteria for MD (i.e., have not responded to the medications) and who are willing to discontinue the other medication and enter the study also will be included~Currently residing in the community (own home,family member's home, or small group home) and agreeing to 13 weeks of followup in the study~Stable medical history and general health, in the opinion of the study psychiatrist~A caregiver who knows the patient well (spends at least 10 hours per week with him or her), and who is in reasonably good health, agrees to participate as well~Participant and his/her legal representative provide informed consent~Exclusion:~Use of sertraline is contraindicated, based on the Food and Drug Administration package insert for sertraline~Patient has a lifetime diagnosis of schizophrenia, bipolar disorder, or pre-AD anxiety disorder, as determined by the SCID~Patient has a current substance use disorder, as determined by the SCID~Patient is acutely suicidal or requires inpatient psychiatric hospitalization, as determined by the study psychiatrist~No psychotropic medicine dose changes, including cholinesterase inhibitors, after study entry~May enter with any drug except another antidepressant.",1
45,NCT00015548,1,0,"The trial does not specify gender restrictions, so women can enroll. However, it is for people with Alzheimer's disease, which typically affects older adults, not those aged 18-45.",TRUE,Comparative Effectiveness of Antipsychotic Medications in Patients With Alzheimer's Disease (CATIE Alzheimer's Disease Trial),"The CATIE Alzheimer's Disease Trial is part of the Clinical Antipsychotic Trials of Intervention Effectiveness (CATIE) Project. The study is for people with Alzheimer's disease who are having trouble with their thinking or behavior. In particular, this study is trying to find out the best treatment for people who have hallucinations (seeing or hearing things that aren't there), delusions (false beliefs), or agitation. The design of the trial helps to increase the chance that participants in the study receive a medication that helps them. The study uses three medications known as atypical antipsychotics (olanzapine, quetiapine, risperidone), which are the newest medications that are currently available for treating these problems. Participants may also receive an antidepressant (citalopram). The trial lasts for 36 weeks. Participants are given a thorough evaluation at no cost to ensure that this study is appropriate. In addition, the caregiver, family member, or friend who comes with the participant will be offered an educational program about Alzheimer's disease.",All,N/A,N/A,"Inclusion Criteria:~Diagnosis of Dementia of the Alzheimer's Type~Ambulatory, Outpatients who have an informant living/visiting at least 8 hours/week over 3-4 days.~Presence of delusions, hallucinations, agitation impacting functioning and requiring medication treatment~Agitation or psychotic symptoms began after signs or symptoms of dementia~Exclusion (prospective participants must not:)~Be benefiting from psychotropic medication, antidepressants or anticonvulsants~Be diagnosed with schizophrenia, schizoaffective disorder, delusional disorder or mood disorder with psychotic features.~Have severe or unstable medical illness requiring active treatment~Have hypersensitivity or intolerance of any of the study medications",1
46,NCT00625391,1,0,"The trial exclusively enrolls postmenopausal women, who are typically older than 45 years.",TRUE,GTP and Tai Chi for Bone Health: a Pilot Study,"Osteoporosis is a major health problem in postmenopausal women. Our long-term goal is to develop a new alternative treatment that include a dietary supplement (green tea extract) and a mind-body exercise (Tai Chi) for lessening bone loss in postmenopausal women with low bone mass. A combination of dietary supplement and moderate intensity exercise now becomes a new alternative treatment in reducing bone loss in postmenopausal women with low bone mass, due to the possible stronger effects of the combination than individual treatments. Objective: To test a CAM intervention including green tea polyphenol (GTP) and Tai Chi (TC) exercise for feasibility, and to quantitatively assess their individual and conjugate effects on postmenopausal women with osteopenia. Hypotheses: (1) 24 weeks of GTP supplement, TC exercise, and their combination will benefit bone remodeling as measured by bone biomarkers and muscle strength/physical function in postmenopausal women with osteopenia compared to those receiving placebo only, and (2) the changes in bone biomarkers associated with bone remodeling will be correlated with the changes in oxidative stress.",Female,N/A,N/A,"Inclusion Criteria:~Women at least 2 years after menopause (to ensure established postmenopausal status).~Sedentary at baseline.~Normal laboratory evaluation, thyroid function, hepatic function, renal function.~Osteopenia.~Exclusion Criteria:~History of scoliosis, severe osteoarthritis, etc., or other spinal disease that may result in anatomy unsuitable for accurate bone densitometry.~History of cancer with some exceptions.~History of metabolic bone disease.~Having used anabolic steroids, calcitonin, calcitriol, alfacalcidol, etc.~Fluoride treatment at a dose greater than 1 mg/day any time.~History of glucocorticoid treatment.~Any previous treatment with bisphosphonates.~Uncontrolled intercurrent illness such as symptomatic congestive heart failure, myocardial infarction or stroke, hypertension, or terminal illness.~Physical conditions that preclude participation of exercise intervention.~Cognitive impairment.~Depression.~History of malabsorption syndrome and uncontrolled diabetes mellitus.",1
47,NCT02213757,1,0,"The trial enrolls postmenopausal women only, which excludes the age group 18-45.",TRUE,Effect of Vaginal Estrogen on Asymptomatic Microhematuria (AMH): A Randomized Controlled Trial [EVER Study],The purpose of this study is to determine if vaginal estrogen use is associated with resolution of blood in the urine (microscopic hematuria) in postmenopausal women. The hypothesis is that postmenopausal women with blood in the urine (microscopic hematuria) will have higher rates of resolution of hematuria after treatment course with vaginal conjugated equine estrogen cream compared to placebo cream,Female,N/A,N/A,"Inclusion Criteria:~Post-menopausal women~Asymptomatic microscopic hematuria (three or more red blood cells per high powered field on a single urine microscopy) in the absence of urinary tract infection.~Exclusion Criteria:~Known urologic disease~Presence of gross hematuria~Presence of indwelling urologic foreign body (foley catheter, ureteral stent)~Inability to obtain intravenous contrast CT scan (elevated creatinine, severe contrast allergy)~History of pelvic irradiation or malignancy~Not a candidate for vaginal estrogen~Allergy to vaginal estrogen~Current or prior diagnosis of breast or endometrial cancer~History of deep vein thrombosis/pulmonary embolus~Hypercoagulable state",1
48,NCT00725374,1,0,"The trial enrolls postmenopausal women only, which typically excludes women aged 18-45.",TRUE,"A Exploratory, Double-blind, Randomized, Placebo-controlled Trial to Investigate the Tissue Specific Effects of 2.5 mg Tibolone on Breast Cancer in Postmenopausal Women, in Particular on Breast Tissue Proliferation.",The primary purpose of this study is to compare changes in the expression of the proliferation marker Ki-67 in malignant breast tissue after treatment with tibolone or placebo in postmenopausal women who need to undergo surgery for primary breast cancer,Female,N/A,N/A,"Inclusion Criteria:~postmenopausal women of any age~requiring surgery for early invasive primary breast cancer (clinically stage I or II; T1-T3; N0-1; M0), with estrogen receptor-positive tumor(s)~body mass index between 18 and 2 kg/m2, inclusive~must be willing to give voluntary written informed consent.~Exclusion Criteria:~healthy subjects",1
