"","nct_id","post_year","official_title","summary","criteria","conditions","Fertility","Fertility_summary","Fertility_quote"
"21","NCT01820728",2013,"A Phase III Clinical Study for the Comparison Evaluation of DA-3801 and Gonal-F® in Infertile Female Patients With Chronic Anovulation Syndrome","open label, active-controlled, randomized, parallel group, comparative study.","Inclusion Criteria:~WHO group II~Clomiphene citrate resistance~BMI: 17~29 kg/m^2~Irregular menstrual cycle~Normal blood concentration of FSH, E2, prolactin and TSH~Exclusion Criteria:~Uncontrolled endocrine disease~Ovarian cystic tumor which are NOT related to PCOS~Severe endometriosis~Chronic cardiovascular disease, liver complaint","infertility~anovulation",1,"The study focuses on infertile female patients with chronic anovulation syndrome, aiming to evaluate treatments (DA-3801 and Gonal-F®) that could help them conceive.","A Phase III Clinical Study for the Comparison Evaluation of DA-3801 and Gonal-F® in Infertile Female Patients With Chronic Anovulation Syndrome"
"22","NCT00884221",2009,"A Randomized, Open-label, Assessor-blind, Parallel Groups, Multicentre Trial Comparing the Efficacy of MENOPUR Versus Recombinant FSH in Controlled Ovarian Stimulation Following a GnRH Antagonist Protocol and Single Embryo Transfer","The main purpose of this clinical research trial was to compare the ongoing pregnancy rate between two gonadotrophins for controlled ovarian stimulation (MENOPUR and recombinant follicle-stimulating hormone (FSH)), in cycles where a gonadotrophin-releasing hormone (GnRH) antagonist was used for prevention of premature luteinizing hormone (LH) surge and where a single embryo was transferred at the blastocyst stage.","Inclusion criteria:~Informed Consent Documents signed prior to screening evaluations~In good physical and mental health~Pre-menopausal females 21-34 years of age~Body mass index (BMI)18-25 kg/m2~Eligible for intracytoplasmic sperm injection (ICSI)~Unexplained infertility or partner with mild male factor infertility~Infertility for at least 12 months before randomization~Regular menstrual cycles of 24-35 days, presumed to be ovulatory~Hysterosalpingography, hysteroscopy, or transvaginal ultrasound documenting a uterus consistent with expected normal function~Transvaginal ultrasound documenting expected normal function of the ovaries~Early follicular phase serum levels of FSH between 1 and 12 IU/L~Early follicular phase total antral follicle (diameter 2-10 mm) count ≥ 10 for both ovaries combined~Willing to accept transfer of one blastocyst in the fresh cycle~Willing to undergo frozen embryo replacement cycles with transfer of one blastocyst per cycle within the first year after randomisation~Exclusion criteria:~Known polycystic ovarian syndrome or known endometriosis stage I-IV~Diagnosed as poor responder in a previous controlled ovarian stimulation (COS) cycle~Severe ovarian hyperstimulation syndrome (OHSS)in a previous COS cycle~History of recurrent miscarriage~Current or past (12 months prior to randomization) abuse of alcohol or drugs, and/or current (last month) intake of more than 14 units of alcohol per week~Current or past smoking habit of more than 10 cigarettes per day~Hypersensitivity to any active ingredient or excipients in the medicinal products used in the trial~Hypersensitivity to gonadotrophin-releasing hormone (GnRH) or any other GnRH analogue~Previous participation in the trial~Use of any non registered investigational drugs during 3 months before randomization","infertility",1,"The study focuses on controlled ovarian stimulation and embryo transfer, which are key components of assisted reproductive techniques aimed at treating infertility.","The main purpose of this clinical research trial was to compare the ongoing pregnancy rate between two gonadotrophins for controlled ovarian stimulation (MENOPUR and recombinant follicle-stimulating hormone (FSH)), in cycles where a gonadotrophin-releasing hormone (GnRH) antagonist was used for prevention of premature luteinizing hormone (LH) surge and where a single embryo was transferred at the blastocyst stage."
"23","NCT01851512",2013,"Single-Blind, Randomized, Comparative, Phase I Study to Evaluate the Tolerability, Safety, and Pharmacokinetic Characteristics of Human Chorionic Gonadotropin Between Two Recombinant hCG Products, DA-3803 Injection and Ovidrel Liquid Injection, in Healthy Subjects","This is a single-blind, randomized, comparative, phase I study to evaluate the tolerability, safety and pharmacokinetic characteristics of human chorionic gonadotropin between two recombinant hCG products named DA-3803 injection and ovidrel liquid injection, in healthy subjects. The subjects will injected with these two injections at the the 21day-interval of time and their conditions including vital signs, blood, clinical examination will be carefully observed.","Inclusion Criteria:~No medical history relating to the alimentary system, liver system, heart system, haematological disease~Ideal body weight +/- 20%~Exclusion Criteria:~acute disease within 28 days~medical history that might affect the absorption, distribution, secretion, metabolism of drugs~metrectomy surgery~desexualization~tubal ligation~menopause~pregnancy~not able to use contraception~drink alcohol more than 14 units/week~smoker who smokes 10 or more cigarettes","infertility~induction of ovulation",1,"The study involves the use of human chorionic gonadotropin (hCG), which is commonly used in the induction of ovulation, a key intervention in treating infertility. The inclusion criteria specifically mention infertility and the induction of ovulation, indicating that the study is related to promoting fertility.","infertility~induction of ovulation"
"24","NCT01864356",2013,"A Randomized, Double Blind, Multi-Center, Placebo Controlled Study To Evaluate The Efficacy, Safety, And Tolerability Of Multiple Doses Of NT100 Following IVF In Women With A History Of Repeated IVF Failures (Thrive-IVF)","The purpose of this study is to evaluate the efficacy, safety and tolerability of multiple doses of subcutaneous NT100 vs placebo following in vitro fertilization (IVF) in women with a history of repeated IVF failures.","Inclusion Criteria:~Pre-menopausal female 21-38 years of age at screening~History of repeated IVF failures despite transfer of good-quality embryos, defined as follows:~...1) 3 or more IVF cycles involving transfer of at least two good-quality cleavage-stage embryos or at least one good-quality blastocyst (2010 SART (Society for Assisted Reproductive Technologies) grading criteria)that resulted in one of the following outcomes:~* .....a) no pregnancy~* .....b) biochemical pregnancy~* .....c) spontaneous abortion of an intrauterine clinical pregnancy before or equal to completed Week 8 of gestation~...2) At least two of the eligible IVF failures must have involved transfer of fresh embryos~...3) At least two of the eligible IVF failures must have involved retrieval of at least 5 oocytes~...4) No live birth, abortion later than Week 8 of gestation, or stillbirth may have occurred since the first of these IVF failures~Body mass index (BMI) of 19-38 kg per m2 at screening~TSH (thyroid-stimulating hormone) less than or equal to 4.0 mIU/L(milli-International units per Liter) for subjects with no history of hypothyroidism, or TSH less than or equal to 2.5 mIU/L for subjects with a history of hypothyroidism, at screening~Exclusion Criteria:~Prior diagnosis of moderate or severe ovarian hyperstimulation syndrome (OHSS)~Clinically confirmed polycystic ovary syndrome (PCOS)~History of a major congenital anomaly in the subject, her current male partner, or first degree relative of either the subject or her current male partner~Known karyotype abnormalities in either the subject or her current male partner / sperm donor~Any prior pregnancy terminated for a fetal medical condition~History of severe (stage IV) endometriosis~Current or past systemic autoimmune disease~Any uncontrolled clinically significant medical condition (e.g. asthma, Type II diabetes, infection)","repeated ivf failure",1,"The study focuses on evaluating an intervention (NT100) following in vitro fertilization (IVF) in women who have experienced repeated IVF failures. This directly relates to promoting fertility and conception through assisted reproductive techniques.","The purpose of this study is to evaluate the efficacy, safety and tolerability of multiple doses of subcutaneous NT100 vs placebo following in vitro fertilization (IVF) in women with a history of repeated IVF failures."
"25","NCT01185782",2010,"Parallel-Group Comparative Study of SJ-0021 and Purified Pituitary Gonadotropin in Subjects With Amenorrhea I or Anovulatory Cycles - Phase III Single-Blind Study","Efficacy and safety studies in the past have suggested that a starting dose of 75 International Unit (IU) of SJ-0021, and an increase in the dose by 37.5 IU every 7 days, are safe for treatment of subjects with ovulatory disorders who are infertile due to hypothalamic or pituitary dysfunction and have amenorrhea I or anovulatory cycles (including oligomenorrhea and polymenorrhea).~This was a phase III, multicentre, single-blind, parallel-group comparative study conducted to provide confirmatory evidence of non-inferiority of SJ-0021 versus purified gonadotropin, a comparator drug, for induction of follicle development and ovulation in infertile Japanese women and to provide further information on the safety and tolerability of SJ-0021.","Inclusion Criteria:~Women aged 20 to 39 years (inclusive) who hope to bear children~Subjects who failed to achieve ovulation or pregnancy despite 2 cycles or more of anti-estrogen therapies (clomiphene citrate, cyclofenil, etc.)~Subjects who exhibited withdrawal bleeding in a progesterone test (Includes spontaneous menstruation in subjects with anovulatory cycles.)~Subjects having a body mass index between 17.0 and 28.0 at the time of baseline tests~Subjects who voluntarily consented in writing to participate in the clinical trial~Exclusion Criteria:~Subjects with ovarian tumors~Subjects with ovarian enlargement not due to PCOS~Subjects with genitourinary hemorrhage of unknown cause~Subjects who were or may be pregnant, or who were lactating~Subjects with history of allergic reaction or hypersensitivity to gonadotropin~Subjects with dysfunction of heart, lungs, kidneys, or cardiovascular systems of Grade 2 or higher (in compliance with the Pharmaceutical and Medical Safety Bureau Notification Yakuan No. 80 [issued 29 June 1992])~Subjects with serum progesterone (P4) level ≥ 5 ng/mL in baseline tests~Subjects with malignant tumors~Subjects with uterine amenorrhea~Subjects with elevated levels of serum gonadotropin due to premature ovarian failure (FSH ≥ 20 mIU/mL)~Subjects who were infertile due to known adrenal or thyroid dysfunction~Subjects who were diagnosed as having hyperprolactinemia~Subjects who had been documented or suspected of having intracranial lesions (e.g., pituitary tumors)~Infertile subjects involving gynecological factors other than amenorrhea I or anovulatory cycles, and for whom ovulation induction therapy was found to be contraindicated~Subjects who had participated in another clinical study within 6 months prior to start of the IMP administration~Subjects who had been administered SJ-0021 in the past~Subjects whose participation in this clinical trial was otherwise deemed inappropriate by the investigator or sub-investigator","infertility~ovulation induction",1,"The study focuses on the induction of follicle development and ovulation in infertile women with ovulatory disorders, aiming to help them conceive. Participants are women who hope to bear children and have failed to achieve ovulation or pregnancy despite previous treatments.","This was a phase III, multicentre, single-blind, parallel-group comparative study conducted to provide confirmatory evidence of non-inferiority of SJ-0021 versus purified gonadotropin, a comparator drug, for induction of follicle development and ovulation in infertile Japanese women and to provide further information on the safety and tolerability of SJ-0021."
"26","NCT01185704",2010,"A Phase IIIb Randomized Open-label Study to Compare the Estradiol Level on the Releasing Day in Two Regimen of Cetrotide® 0.25 mg Used From Day 1 or From Day 7 of the Menstrual Cycle (Day 0 or Day 6 of Stimulation) in Polycystic Ovarian (PCO) Women in ART (IVF/ICSI).","This is a randomized open-label study to compare between in-vitro fertilization/intracytoplasmic sperm injection (IVF/ICSI) outcomes of the two regimen of Cetrotide® (Cetrorelix acetate) which are 0.25 milligram (mg) used from Day 1 or Day 7 of the menstrual cycle (Day 0 or Day 6 of stimulation) in polycystic ovarian (PCO) women in assisted reproductive technology (ART).","Inclusion Criteria:~Female subjects with PCO or Polycystic ovary syndrome (PCOS) according to the revised 2003 Rotterdam Consensus~Female subjects suitable for IVF/ICSI, undergoing first or second attempt~18-35 years old, Body Mass Index (BMI) less than or equal to 32, non-smoking at least from Visit 0 (V0)~Normal FSH value (less than 10 international unit per liter [IU/L]) on Day 3 of spontaneous cycle within 12 months prior to the trial~Anti Mullerian Hormone (AMH) value (greater than 1.5 nanogram per milliliter [ng/mL]) of a spontaneous cycle within 12 months prior to the trial or at least at V0~No history of active genito-urinary infection~Normal thyroid function (or adequate substitution for at least 3 months)~Negative cervical papanicolaou test within the last 12 months prior to study entry~No gonadotropins, for at least one month prior to the trial~No metformin therapy for at least one month prior to Visit 1 (V1)~Subject who is able to participate in the trial and has provided written, informed consent.~Exclusion Criteria:~Ongoing pregnancy, any pregnancy within 3 months prior to study entry, or any contraindication to pregnancy or carrying pregnancy to term~Drilling 3 months prior to V0~Uterine malformation, diethylstilbestrol syndrome, synechia~Female subjects with World Health Organization (WHO) Type I or III anovulation~Female subjects with hyperprolactinemia~Female subjects with more than 2 recurrent miscarriages (early or late, and for any reasons)~Known infection with Human Immunodeficiency Virus (HIV), Hepatitis B or C virus, for subject or partner~Abnormal gynecological bleeding of undetermined origin~History of major thromboembolic disease~Endometriosis (Grade III or IV)~Presence or history of malignant tumors and related treatment~Known case of tumors of the hypothalamus or pituitary gland~Clinically significant systemic disease or clinically significant abnormal hematology, chemistry, or urinalysis results at screening~Known allergic reaction or hypersensitivity to Cetrotide® or Ovitrelle®~Any active substance abuse or history of drug, medication or alcohol abuse in the past 5 years~Participation in another clinical trial within 3 months prior to study entry.","polycystic ovarian syndrome",1,"The study focuses on comparing IVF/ICSI outcomes in women with polycystic ovarian syndrome (PCOS) using different regimens of Cetrotide®. Since it involves assisted reproductive technology (ART) and aims to improve conception outcomes, it is related to fertility.","This is a randomized open-label study to compare between in-vitro fertilization/intracytoplasmic sperm injection (IVF/ICSI) outcomes of the two regimen of Cetrotide® (Cetrorelix acetate) which are 0.25 milligram (mg) used from Day 1 or Day 7 of the menstrual cycle (Day 0 or Day 6 of stimulation) in polycystic ovarian (PCO) women in assisted reproductive technology (ART)."
"27","NCT01110707",2010,"Lutropin Alpha in the Middle of the Controlled Ovarian Stimulation Follicular Phase in Women With Reduced Ovarian Reserve: Comparative Study, in Phase II, With Parallel Control","This was a prospective, randomized, Phase II, comparative study with a parallel control for evaluating the efficacy and safety of combined treatment of recombinant human follicle stimulating hormone (r-hFSH) and recombinant human luteinizing hormone (r-hLH). The combined treatment was administered at the middle of the follicular phase in subjects undergoing in-vitro fertilisation (IVF) through intracytoplasmic sperm injection (ICSI) and transfer of embryos (ET).","Inclusion Criteria:~All subjects must meet the following inclusion criteria within the 6 months prior to starting the pituitary suppression unless otherwise specified:~Postmenopausal woman aged between 35 and 40 years that wishes to become pregnant~Subjects with basal serum level (beginning of the follicular phase, Day 2-5) of Follicle-Stimulating Hormone (FSH) less than 10 IU/L determined within the 6 months prior as well as Luteinizing hormone (LH) and Estradiol (E2) levels within the normal interval according to standard data for the area where the study was carried out~Subjects with a regular menstrual cycles between 25-35 days~Subjects with infertility that justifies treatment with IVF/ET or ICSI~Subjects undergoing controlled ovarian stimulation (COS) with r-hFSH using a long protocol with GnRH-a~Sperm availability from the subject's current partner unless it is planned to use sperm from a donor~Subjects with both ovaries~Subjects with uterine cavity capable of withstanding the implantation of the embryo and pregnancy~Subjects whose vaginal smear (PAP) was normal within the 3 years prior to starting the stimulation~Subjects with body mass index (BMI) between 18 and 30 at the time of participation in the study~Subjects in whom at least 30 days have elapsed since the last dose of clomiphene citrate or gonadotropins before beginning treatment with GnRH-a~Subjects with a negative pregnancy test result using the beta human chorionic gonadotropin (beta-hCG) test (in urine or blood) before beginning treatment with GnRH-a~Subjects willing to and capable of following the protocol during the entire study~Subjects who have provided informed written consent before carrying out any procedure related with the study (that is not part of the normal medical treatment followed by the subject)~Exclusion Criteria:~Subject who were human immunodeficiency virus, hepatitis B and C virus positive~Subjects suffering from any clinically important systematic disease, hypothalmic or pituitary tumour, ovarian, uterine or breast cancer, endocrinopathy and/or medical alterations, biochemical or hematological that as per the investigators judgement, may interfere with the gonadotropin treatment~Subjects who have been subjected to more than 2 assisted reproductive cycles in the past~Subjects who have cancelled 2 cycles in the past~Subjects who have cryopreserved embryos from previous assisted reproductive cycles~Subjects with non explained vaginal haemorrhages~Subjects with polycystic ovary, enlarged ovary or ovarian cysts of unknown aetiology~Subjects with any contraindication for getting pregnant or taking the pregnancy to full term~Subjects with known allergy to the gonadotropin preparations or any of its excipients~Subjects with current drug use or prior personal history of alcohol, drug or psychiatric drug dependency in the past five years~Subjects with prior participation in this study or simultaneous participation in a different clinical study with a medication under investigation~Subjects who were not willing to or incapable of following the study protocol","infertility~ovulation induction",1,"The study focuses on evaluating treatments for women undergoing in-vitro fertilization (IVF) and intracytoplasmic sperm injection (ICSI), which are assisted reproductive techniques aimed at helping women conceive.","This was a prospective, randomized, Phase II, comparative study with a parallel control for evaluating the efficacy and safety of combined treatment of recombinant human follicle stimulating hormone (r-hFSH) and recombinant human luteinizing hormone (r-hLH). The combined treatment was administered at the middle of the follicular phase in subjects undergoing in-vitro fertilisation (IVF) through intracytoplasmic sperm injection (ICSI) and transfer of embryos (ET)."
"28","NCT00610077",2008,"An Open, Randomized, Parallel-Group, Multicentric, Comparative Study of Letrozole With Clomiphene Citrate for Induction of Ovulation in Anovulatory Infertility.","OBJECTIVE: To compare the effectiveness of letrozole and clomiphene citrate (CC) in patients with anovulatory infertility. DESIGN: Open, prospective, randomized, parallel group, multicentric, comparative trial. SETTING: Out patient clinics of infertility centers in India. PATIENT(S): Fifty-five patients with anovulatory infertility were recruited. Twenty-seven patients (59 cycles) were given letrozole and twenty-eight patients (68 cycles) were given CC. Both drugs were given orally on days 3-7 of menstrual cycle. INTERVENTION(S): Letrozole, CC, ovulation induction, vaginal micronized progesterone, IUI.","Inclusion Criteria:~Females with anovulatory infertility 20-38 years of age.~Diagnosis of anovulatory infertility as established by standard criteria.~Normal Pelvic USG and bilateral tubal patency~Willingness and giving written Informed Consent.~Exclusion Criteria:~Uterine and adnexal pathology e.g. leiomyomata~Ovarian cyst~Hyperprolactinaemia~Hyperthyroidism or Hypothyroidism*~FSH >9mIU/ml (during early follicular phase).* (As per Chemoluminescence method)~Previous surgery related to genital tract as per history~Appendicitis, peritonitis, genital tuberculosis as per history and/or having an abnormal pelvic anatomy~Impaired hepatic /renal function~Diabetes mellitus/Random blood sugar- > 140mg/dl~Drugs likely to interfere with ovulation~Alcohol intake as per history~History of hypersensitivity to the study drug or to its excipients~Planned travel outside the study area for a substantial portion (>5 days) of the study period by potential participants~Lack of willingness to give informed written consent~Participation in any clinical study within the preceding 1 month","infertility",1,"The study focuses on comparing the effectiveness of letrozole and clomiphene citrate for inducing ovulation in patients with anovulatory infertility. The participants are specifically recruited for their anovulatory infertility condition, and the interventions include ovulation induction and intrauterine insemination (IUI), which are directly related to promoting fertility and conception.","An Open, Randomized, Parallel-Group, Multicentric, Comparative Study of Letrozole With Clomiphene Citrate for Induction of Ovulation in Anovulatory Infertility."
"29","NCT02635386",2015,"Comparison of Dapagliflozin (DAPA) and Once-weekly Exenatide (EQW), Co-administered or Alone, DAPA/ Glucophage (DAPA/MET ER) and Phentermine/Topiramate (PHEN/TPM) ER on Metabolic Profiles and Body Composition in Obese PCOS Women","This is a randomized, single-blind, parallel 5 treatment group 24-week trial designed to directly compare the therapeutic effects of exenatide once weekly (EQW), dapagliflozin (DAPA), EQW plus DAPA, combined DAPA/metformin extended release (XR) and the weight loss medication, phentermine/topiramate extended release (PHEN/TPM ER) on metabolic and endocrinological parameters in overweight/obese non-diabetic women with PCOS. In this study, we will examine the efficacy of these therapies on metabolic parameters, body weight and body composition, anthropometric measurements, and reproductive function in a well-defined group of pre-menopausal overweight/obese, non-diabetic women with PCOS, focusing on their relationship to insulin resistance and obesity. We hope to determine which treatment(s) addressing the multifaceted disturbances of individual subgroups emerge as the preferable therapy.","Inclusion Criteria:~Non-diabetic women (18-45 years)~PCOS- NIH criteria hyperandrogenism and irregular menses~Obese class I, II, and III (BMI >30<45)~Willing to use effective contraception consistently during therapy which is defined as:~an intrauterine device, tubal sterilization, or male partner vasectomy, or~combination of two barrier methods with one being male condom.~Written consent for participation in the study~Exclusion Criteria:~Presence of significant systemic disease, heart problems including congestive heart failure, unstable angina or acute myocardial infarction, current infectious liver disease, acute stroke or transient ischemic attacks, history of pancreatitis, or diabetes mellitus (Type 1 or 2)~Any hepatic diseases in the past (infectious liver disease, viral hepatitis, toxic hepatic damage, jaundice of unknown etiology) or severe hepatic insufficiency and/or significant abnormal liver function tests defined as aspartate aminotransferase (AST) >3x upper limit of normal (ULN) and/or alanine aminotransferase (ALT) >3x ULN~Renal impairment (e.g., serum creatinine levels ≥1.4 mg/dL for women, or estimated glomerular filtration rate (eGFR) <60 mL/min/1.73 m2) or history of unstable or rapidly progressing renal disease or end stage renal disease. Patients with a history of nephrolithiasis are also excluded due to increased association with kidney stone formation.~Uncontrolled thyroid disease (documented normal TSH), Cushing's syndrome, congenital adrenal hyperplasia or hyperprolactinemia~Significantly elevated triglyceride levels (fasting triglyceride > 400 mg/dL)~Untreated or poorly controlled hypertension (sitting blood pressure > 160/95 mm Hg)~Use of hormonal medications, lipid-lowering (statins, etc.), anti-obesity drugs or weight loss medications (prescription or OTC) and medications known to exacerbate glucose tolerance (such as isotretinoin, hormonal contraceptives, gonadotropin-releasing hormone agonists, glucocorticoids, anabolic steroids, C-19 progestins) stopped for at least 8 weeks. Use of anti-androgens that act peripherally to reduce hirsutism such as 5-alpha reductase inhibitors (finasteride, spironolactone, flutamide) stopped for at least 4 weeks~Prior history of a malignant disease requiring chemotherapy~Patients at risk for volume depletion due to co-existing conditions or concomitant medications, such as loop diuretics should have careful monitoring of their volume status~History of unexplained microscopic or gross hematuria, or microscopic hematuria at visit 1, confirmed by a follow-up sample at next scheduled visit.~Presence of hypersensitivity to dapagliflozin or other SGLT2 inhibitors (e.g. anaphylaxis, angioedema, exfoliative skin conditions~Known hypersensitivity or contraindications to use GLP1 receptor agonists (exenatide, liraglutide)~Use of metformin, thiazolidinediones, GLP-1 receptor agonists, dipeptidyl peptidase 4 (DPP-4) inhibitors, SGLT2 inhibitors stopped for at least 4 weeks.~Prior use of medication to treat diabetes except gestational diabetes~Eating disorders (anorexia, bulimia) or gastrointestinal disorders~Suspected pregnancy (documented negative serum pregnancy test), desiring pregnancy in next 6 months, breastfeeding, or known pregnancy in last 2 months~Active or prior history of substance abuse (smoke or tobacco use within past 3 years) or significant intake of alcohol~Having a history of bariatric surgery~Patient not willing to use two barrier method contraception during study period (unless sterilized or have an IUD)~Patients with glaucoma or history of increased intraocular pressure, or use of any medications to treat increased intraocular pressure~Debilitating psychiatric disorder such as psychosis or neurological condition that might confound outcome variables. Patients with a history of bipolar disorder or psychosis, greater than one lifetime, episode of major depression, current depression of moderate or greater severity (PHQ-9score of 10 or more), presence or history of suicidal behavior or ideation with some intent to act on it, or antidepressant use that has not been stable for at least 3 months will also be excluded.~Inability or refusal to comply with protocol~Current participation or participation in an experimental drug study in previous three months~-","polycystic ovary syndrome~obesity",1,"The study focuses on reproductive function in women with PCOS, a condition often associated with infertility. The interventions aim to address metabolic and endocrinological parameters that could improve fertility outcomes.","We will examine the efficacy of these therapies on metabolic parameters, body weight and body composition, anthropometric measurements, and reproductive function in a well-defined group of pre-menopausal overweight/obese, non-diabetic women with PCOS, focusing on their relationship to insulin resistance and obesity."
"30","NCT01204840",2010,"Co-treatment With Recombinant Growth Hormone (GH) in Poor Responders Treated by in Vitro Fertilization (IVF-ET)","The purpose of this study is to determine if growth hormone given 4 weeks before as well as during a cycle of in vitro fertilization will improve outcomes in women who have had previous failure with IVF treatment cycles using high doses of follicle stimulating medications and had a poor response (less than 6 follicles).","Inclusion Criteria:~less than 42 years of age~previous IVF cycle with high doses of gonadotropins (defined as greater than or equal to 400 IU/day)~produced less than 6 follicles greater than or equal to 15mm~Exclusion Criteria:~any known contraindications to the approved fertility drugs as per the Canadian Product Monographs~any contraindications to growth hormone, pregnancy (to be ruled out and documented before GH treatment), or are at risk for gestational diabetes","infertility~poor ovarian reserve",1,"This study investigates the use of growth hormone to improve outcomes in women undergoing in vitro fertilization (IVF) who have previously had poor responses to IVF treatment cycles. The participants are women trying to conceive, making this study directly related to fertility.","The purpose of this study is to determine if growth hormone given 4 weeks before as well as during a cycle of in vitro fertilization will improve outcomes in women who have had previous failure with IVF treatment cycles using high doses of follicle stimulating medications and had a poor response (less than 6 follicles)."
"31","NCT01121666",2010,"A Phase III Assessor-blinded Randomized Parallel Group Multi-centre Study to Compare Efficacy and Safety of Two r-hFSH Formulations (AFOLIA Versus Gonal-f) in Women for Assisted Reproductive Treatment","Ther purpose of this study is to show equivalence between AFOLIA and Gonal-f® with regard to the number of oocytes retrieved in women for assisted reproductive treatment.","Inclusion Criteria:~Age between 20 and 38 years with regular menstrual cycles of 25-35 days~First or second cycle in the present series of ART~BMI ≥ 18 ≤ 30 kg/m2~Basal FSH < 10 IU/L (cycle day 2-5)~E2 levels < 50pg/mL (< 0.18 nmol/L) at the day of FSH administration~Antral follicle count (AFC) ≥ 10 to ≤ 25 follicles (sum of both ovaries)~Infertility due to any of the following factors: tubal factor, mild endometriosis (ASRM stage 1-2), male factor, unexplained infertility~Presence of both ovaries and normal uterine cavity (confirmed by transvaginal ultrasound within 6 months before randomisation)~Willingness to participate in the study and to comply with the study protocol~Informed consent~Exclusion Criteria:~Presence of pregnancy~History of ≥2 succeeding ART cycles (IVF and/or ICSI) before the study cycle without clinical pregnancy~Presence of clinically significant systemic disease~Presence of chronic cardiovascular, hepatic, renal or pulmonary disease~Presence of uncontrolled endocrine disorder~Previous history or presence of severe ovarian hyperstimulation syndrome~Presence of polycystic ovaries (PCO)~Presence of severe endometriosis (ASRM stage 3 or stage 4) and hydrosalpinx~Neoplasia, including tumors of the hypothalamus and pituitary gland~Abnormal bleeding of undetermined origin~History of poor response to gonadotropin treatment (defined as fewer than 5 oocytes retrieved in a previous attempt)~Male infertility without mobile spermatozoa in the ejaculate, that need testicular of epididymal sperm retrieval (MESA/TESE/TESA)~Endocrine abnormality such as TSH or prolactin level elevations outside the reference range if clinically relevant at screening~Any hormonal treatment within 1 month before the start of the FSH treatment (with the exception of levothyroxin)~History of drug, nicotine or alcohol abuse within the last 12 months (> 10 cigarettes/day)~Administration of other investigational products within the last month~Clinically abnormal findings at Visit 1~Planned PGS/PGD/PBB or assisted hatching~Concomitant participation in an other study protocol~History of extrauterine pregnancy in the previous 3 months~Known allergy or hypersensitivity to progesterone or to any of the excipients (including peanut oil) of the additional study medication (GnRH agonist, vitrelle®, and Utrogestan®)~Presence or history of thrombophlebitis or thromboembolic disorders~Presence or history of cerebral haemorrhage~Presence or history of porphyria","infertility",1,"The study is focused on comparing the efficacy and safety of two formulations of recombinant human follicle-stimulating hormone (r-hFSH) in women undergoing assisted reproductive treatment (ART), which is directly related to infertility and promoting conception.","The purpose of this study is to show equivalence between AFOLIA and Gonal-f® with regard to the number of oocytes retrieved in women for assisted reproductive treatment."
"32","NCT01081652",2010,"An Open, Randomized, Comparative, Phase III Study Using Micronised Progesterone (Crinone® 8%) in the Luteal Phase Support of Women Undergoing in Vitro Fertilization and Embryo Transfer (IVF/ET)","This was an open-label, randomized, comparative, phase III study to evaluate the safety and efficacy of Crinone 8% in comparison with progesterone 60 mg intramuscular (i.m.) administered once a day in luteal phase support in 200 Chinese female subjects undergoing IVF/ET.","Inclusion Criteria:~Patient has given written informed consent~BMI < 25 kg/m2~Age < 36 years~<3 prior ART cycles (IVF, ICSI and related procedures)~Infertility~Regular spontaneous ovulatory menstrual cycles~Exclusion Criteria:~Habitual abortion~Hydrosalpinges~History of past poor response to COH~Patients with serious arterial, lung, hepatic and renal diseases~Hepatic and renal impairment","infertility",1,"The study involves women undergoing in vitro fertilization and embryo transfer (IVF/ET), which is a procedure directly related to assisted reproductive techniques aimed at promoting conception.","This was an open-label, randomized, comparative, phase III study to evaluate the safety and efficacy of Crinone 8% in comparison with progesterone 60 mg intramuscular (i.m.) administered once a day in luteal phase support in 200 Chinese female subjects undergoing IVF/ET."
