NCT_ID,Erectile,Erectile_quote,Erectile_summary
NCT01681433,0,,
NCT01681277,0,,
NCT03852992,0,,
NCT01696877,0,,
NCT02183181,0,,
NCT02485028,0,,
NCT01262456,0,,
NCT02184585,0,,
NCT02479022,0,,
NCT00705536,0,,
NCT02549014,0,,
NCT02567968,0,,
NCT02196207,0,,
NCT05521256,0,,
NCT01059578,0,,
NCT02395926,0,,
NCT05333107,0,,
NCT02198313,0,,
NCT02199873,0,,
NCT04269031,0,,
NCT02203461,0,,
NCT06264414,1,The purpose of this study is to assess the safety and efficacy of the DTT106 in the treatment of erectile dysfunction associated with benign prostatic hyperplasia,"This clinical trial is focused on assessing the safety and efficacy of DTT106 specifically for the treatment of erectile dysfunction in men with benign prostatic hyperplasia. The inclusion criteria explicitly require a diagnosis of erectile dysfunction, and the primary aim is to address this condition."
NCT01585831,0,,
NCT02222961,0,,
NCT04177290,0,,
NCT01534351,0,,
NCT03964337,0,,
NCT02735629,0,,
NCT02663908,0,,
NCT04736199,0,,
NCT04600336,0,,This trial focuses on the treatment of hot flashes in men receiving androgen deprivation therapy for prostate cancer. It does not study an intervention related to erectile dysfunction.
NCT05838716,0,,
NCT03345576,0,,
NCT02470286,0,,
NCT02469987,0,,
NCT02003924,0,,
NCT00298155,0,,
NCT01000467,0,,
NCT05218642,0,,
NCT01694381,0,,
NCT01694498,0,,
NCT01694537,0,,
NCT05323981,0,,
NCT01694797,0,,
NCT06267963,0,,
NCT01696604,0,,
NCT01697020,0,,
NCT03939689,0,,
NCT01698697,0,,
NCT05116475,0,,
NCT00924469,0,,
NCT01701934,0,,
NCT01702467,0,,
NCT01702493,0,,
NCT01702675,0,,
NCT01703052,0,,
NCT01257425,0,,
NCT04301414,0,,
NCT01705197,1,The objective of this study is to evaluate the safety and efficacy of Avanafil in the treatment of erectile dysfunction with moderate to severe in subjects.,The trial is focused on evaluating the safety and efficacy of Avanafil specifically for the treatment of moderate to severe erectile dysfunction in male subjects.
NCT01705275,0,,
NCT01707160,0,,
NCT02867020,0,,
NCT01204710,0,,
NCT02228031,0,,
NCT01710670,0,,
NCT01711762,0,,
NCT01711801,0,,
NCT00345969,0,,
NCT03309566,0,,
NCT01200810,0,,
NCT01712568,0,,This study is focused on the bioequivalence of Ropinirole Hydrochloride CR 2mg tablets and does not mention erectile dysfunction or male impotence as a focus of the intervention.
NCT05800418,0,,
NCT05800106,0,,
NCT01714856,0,,
NCT05469646,0,,
NCT01231607,0,,
NCT04304547,0,,
NCT01716897,0,,
NCT01717235,0,,
NCT01570205,0,,
NCT03302078,0,,
NCT00893113,1,The purpose of this study is to assess the effect of Alfuzosin in treating Erectile Dysfunction in men with mild lower urinary tract symptoms based upon a change from baseline in erectile function (EF) domain of International Index of Erectile Function (IIEF).,"The trial is focused on evaluating the efficacy of Alfuzosin specifically for treating Erectile Dysfunction in men, as indicated by the primary purpose of the study and the inclusion criteria."
NCT01496183,0,,
NCT01730014,0,,
NCT01731275,0,,
NCT02503137,0,,
NCT02502669,0,,
NCT01234311,0,,
NCT01732237,0,,
NCT04456530,0,,
NCT04476303,0,,
NCT02266485,0,,
NCT02263989,0,,
NCT02264067,0,,
NCT01735890,0,,
NCT01736033,0,,
NCT01038843,0,,
NCT01737203,0,,
NCT01517893,0,,
NCT02342574,0,,
NCT01737424,0,,
NCT04237129,0,,
NCT04236895,0,,
NCT02332044,0,,
NCT02808013,0,,
NCT05638165,0,,
NCT00397839,0,,
NCT02111187,0,,
NCT03111810,0,,
NCT03143712,0,,
NCT02792647,0,,
NCT02791243,0,,
NCT00759135,0,,
NCT00951405,0,,
NCT05262751,0,,
NCT02268175,0,,
NCT05636904,0,,
NCT01744366,0,,
NCT01744379,0,,
NCT01897389,0,,
NCT01743768,0,,
NCT01745458,0,,
NCT01745601,0,,
NCT04169906,0,,
NCT04169893,0,,
NCT03910738,0,,
NCT01747083,0,,
NCT03649841,0,,
NCT02461004,0,,
NCT03027115,0,,
NCT01547299,0,,
NCT01193244,0,,
NCT02763787,0,,
NCT02460146,0,,
NCT01749098,0,,
NCT01487863,0,,
NCT01794975,0,,
NCT01473953,0,,
NCT00937768,0,,
NCT06100432,0,,
NCT01507051,0,,
NCT01505491,0,,
NCT01159938,0,,
NCT02713490,0,,
NCT01031979,0,,
NCT02753803,0,,
NCT01474993,0,,
NCT02749825,0,,
NCT01561976,0,,
NCT02731885,0,,
NCT03252002,0,,
NCT01576172,0,,
NCT02283801,0,,
NCT01449955,0,,
NCT04199585,0,,
NCT03250052,0,,
NCT00612079,0,,
NCT02850718,1,A Pivotal Study of the Bioequivalence of Oral Viagra® and a Test Sublingual Sildenafil Wafer,"The trial is focused on comparing the bioequivalence of oral Viagra and a sublingual sildenafil wafer, both of which are used to treat erectile dysfunction."
NCT02121639,0,,
NCT01751919,0,,
NCT02709187,0,,
NCT01532414,0,,
NCT02142153,0,,
NCT03238235,0,,
NCT01127659,0,,
NCT01755494,0,,
NCT01755611,0,,
NCT01006707,0,,
NCT01392547,0,,
NCT04214665,0,,
NCT04485884,0,,
NCT03142542,1,This study evaluates the efficacy and safety of Udenafil dosed once a day in patients with erectile dysfunction after bilateral nerve-sparing radical prostatectomy.,The trial is focused on evaluating the efficacy and safety of Udenafil specifically for patients suffering from erectile dysfunction following bilateral nerve-sparing radical prostatectomy.
NCT04032067,0,,
NCT00618241,0,,
NCT00479505,1,"To Assess The Efficacy And Safety Of Modified Release UK-369,003 In The Treatment Of Men With Storage Lower Urinary Tract Symptoms (LUTS) With And Without Erectile Dysfunction (ED).","The trial specifically mentions assessing the efficacy and safety of the intervention in men with erectile dysfunction, indicating that erectile dysfunction is a focus of the study."
NCT00660075,0,,
NCT00998985,0,,
NCT03224702,0,,
NCT00684723,0,,
NCT01762397,0,,
NCT01762774,0,,
NCT01762787,0,,
NCT02998437,0,,
NCT04028388,0,,
NCT02682745,0,,
NCT01764178,0,,
NCT01764425,0,,
NCT01765023,0,,
NCT02680249,0,,
NCT01765478,0,,
NCT01175382,0,,
NCT02003742,0,,
NCT01147926,0,,
NCT01766414,0,,
NCT00706719,0,,
NCT02280603,0,,
NCT04712838,0,,
NCT01767428,0,,
NCT01145508,0,,
NCT00931528,1,This randomized phase III trial is studying tadalafil to see how well it works compared with a placebo in preventing erectile dysfunction in patients with prostate cancer treated with radiation therapy.,"The trial is focused on evaluating the effectiveness of tadalafil in preventing erectile dysfunction in patients who have undergone radiation therapy for prostate cancer. The primary purpose of the study is to determine whether tadalafil can prevent erectile dysfunction, making it directly related to erectile dysfunction."
NCT01177943,0,,
NCT01767610,0,,
NCT01768455,0,,
NCT01769638,0,,
NCT02994147,0,,
NCT02995239,0,,
NCT05670730,0,,
NCT04653467,0,,
NCT06118866,0,,
NCT01774773,0,,
NCT01774864,1,Phase 3 Study to Evaluate the Efficacy and Safety of Once-a-day Dosing of Udenafil in the Treatment of Erectile Dysfunction,"The trial is focused on evaluating the efficacy and safety of Udenafil specifically for the treatment of erectile dysfunction, as indicated by the study title and inclusion criteria."
NCT05108558,0,,
NCT01775579,0,,
NCT02862483,1,The efficacy and safety of the combination of tamsulosin and tadalafil in men with lower urinary tract symptoms due to benign prostatic hyperplasia and Erectile Dysfunction,"The trial specifically studies the efficacy and safety of a combination treatment for men with lower urinary tract symptoms due to benign prostatic hyperplasia and erectile dysfunction, indicating a direct focus on erectile dysfunction."
NCT06331884,0,,
NCT01776047,0,,
NCT01776437,0,,
NCT01776463,0,,
NCT06331026,0,,
NCT06330805,0,,
NCT05934955,0,,
NCT01778075,0,,
NCT01317641,0,,
NCT01779492,0,,
NCT01779609,0,,
NCT06232252,0,,
NCT01780051,0,,
NCT04947254,0,,
NCT03116906,0,,
NCT05520827,0,,
NCT04631601,0,,
NCT03178214,0,,
NCT02419820,0,,
NCT00498797,0,,
NCT03597971,0,,
NCT00321620,0,,
NCT01064102,0,,
NCT03307252,0,,
NCT01784757,0,,
NCT05789524,0,,
NCT05738291,0,,
NCT02893917,0,,
NCT02854527,0,,
NCT01581450,0,,
NCT02574845,0,,
NCT02256865,0,,
NCT01957436,0,,
NCT03980756,0,,
NCT00287586,0,,
NCT01786473,0,,
NCT01786655,0,,
NCT05421065,0,,
NCT00283062,0,,
NCT00495677,0,,
NCT03116516,0,,
NCT00303446,0,,
NCT01787747,0,,
NCT03593785,0,,
NCT04934722,0,,
NCT01581242,0,,
NCT02291991,0,,
NCT02294643,0,,
NCT03973632,0,,
NCT04194645,0,,
NCT04083781,0,,
NCT04082429,0,,
NCT03764540,0,,
NCT04464681,0,,
NCT02295813,0,,
NCT06010537,0,,
NCT01797796,0,,
NCT00089674,0,,
NCT01800305,0,,
NCT04481750,0,,
NCT01800370,0,,
NCT00461123,0,,
NCT02303769,0,,
NCT01130532,1,The purpose of this trial is to evaluate if treatment with tadalafil once daily will allow men to return to normal erectile function in those who did not have normal erectile function following as-needed (PRN) Phosphodiesterase Type 5 (PDE5) Inhibitor treatment.,This trial is focused on evaluating the effectiveness of tadalafil once daily in restoring normal erectile function in men who have erectile dysfunction and did not achieve normal erectile function with as-needed PDE5 inhibitor treatment.
NCT00288080,0,,
NCT03508947,0,,
NCT02304627,0,,
NCT03834506,0,,
NCT03956134,0,,
NCT00450749,0,,
NCT01802697,0,,
NCT01220024,0,,
NCT01802853,0,,
NCT02306889,0,,
NCT04171687,0,,
NCT00648817,0,,
NCT00629733,0,,
NCT01808300,0,,
NCT01808482,0,,
NCT01809184,0,,
NCT01809353,0,,
NCT01122264,1,"The purpose of this study is to investigate if treatment in erectile dysfunction with a long-acting drug (Tadalafil) taken once a day or taken as needed results in a longer treatment adherence and better long term outcomes (over 24 weeks), compared with a short-acting drug (Sildenafil Citrate) taken as needed.","The trial is focused on comparing the effectiveness of different treatments specifically for erectile dysfunction, aiming to determine which regimen results in better adherence and outcomes for patients with this condition."
NCT02397590,0,,
NCT04203862,0,,
NCT00650377,0,,
NCT01812265,0,,
NCT06139341,0,,
NCT01813448,0,,
NCT02392130,0,,
NCT00957801,0,,
NCT03673111,0,,
NCT03497715,0,,
NCT01819779,0,,
NCT01819870,0,,
NCT03704675,0,,
NCT03491709,0,,
NCT01821521,0,,
NCT03456843,0,,
NCT01823133,0,,
NCT00285584,0,,
NCT00458393,0,,
NCT01825850,0,,
NCT03704519,0,,
NCT01024517,0,,
NCT01826786,0,,
NCT01073904,0,,
NCT04475848,0,,
NCT00653419,0,,
NCT03493191,0,,"The trial is focused on evaluating the safety, tolerability, pharmacokinetics, and pharmacodynamics of the drug SHR0410 in healthy male participants. There is no mention of erectile dysfunction or male impotence as a focus of the study."
NCT00661219,1,A Randomized Double-blind Multi-center Parallel Group Three Month Study to Compare the Tolerability and Efficacy of Flexible Dose Vardenafil Versus Placebo in Men With Depression and Erectile Dysfunction.,"The trial is focused on studying the efficacy and tolerability of vardenafil specifically in men with both depression and erectile dysfunction. The primary condition being addressed is erectile dysfunction, as evidenced by the detailed inclusion criteria and the study's design, which involves monitoring and recording sexual activity and erectile function."
NCT00661297,1,Study to investigate the efficacy and safety of Vardenafil Male 18 Years N/A Inclusion Criteria:~Heterosexual males~>/= 18 years old with ED for more than six months~Subjects also needed a positive first-time response to a single dose of 10mg vardenafil to be eligible for randomisation,"The trial is focused on evaluating the efficacy, safety, and reliability of Vardenafil specifically in subjects with erectile dysfunction (ED). The inclusion criteria explicitly mention that participants must have ED for more than six months."
NCT01829893,0,,
NCT00658177,1,"Study to investigate the efficacy and safety of Vardenafil Male 18 Years N/A Inclusion Criteria:~Men >/= 18 years of age, with 6 months or longer diagnosis of ED as defined by NIH Consensus statement","The trial is focused on investigating the efficacy and safety of Vardenafil specifically for male erectile dysfunction (ED), as indicated by the inclusion criteria requiring a diagnosis of ED."
NCT03155503,0,,
NCT06081530,0,,
NCT02835508,0,,
NCT02999191,0,,
NCT00668005,1,Assess efficacy of Vardenafil in patients erectile dysfunction and high blood pressure,"The trial is focused on evaluating the efficacy of Vardenafil specifically for patients with erectile dysfunction and high blood pressure, indicating that erectile dysfunction is a primary focus of the study."
NCT01840423,0,,
NCT01840501,0,,
NCT01671709,0,,
NCT01841086,0,,
NCT01841112,0,,
NCT00403793,0,,
NCT00698022,0,,
NCT00596011,0,,
NCT04135898,0,,
NCT01674517,0,,
NCT01096498,0,,
NCT02833012,0,,
NCT04247230,0,,
NCT02692040,0,,
NCT00454571,0,,
NCT00888238,0,,
NCT01845272,0,,
NCT01845558,0,,
NCT03164876,0,,
NCT00676117,0,,
NCT01847222,0,,
NCT00433199,0,,
NCT03161288,0,,
NCT00350701,0,,
NCT01848470,0,,
NCT00912145,0,,
NCT02651688,0,,
NCT04926246,0,,
NCT01850849,0,,
NCT03606876,0,,
NCT01851603,0,,
NCT02817100,0,,
NCT01853800,0,,
NCT00685633,0,,
NCT00686179,0,,
NCT04138849,0,,
NCT03804645,0,,
NCT01105546,0,,
NCT00688831,0,,
NCT01857817,0,,
NCT00694291,0,,
NCT01858831,0,,
NCT01858935,0,,
NCT01859377,0,,
NCT01678573,0,,
NCT04670796,0,,
NCT00694993,0,,
NCT01860625,0,,
NCT01861626,0,,
NCT00696865,0,,
NCT02796118,0,,
NCT01209052,0,,
NCT01862835,0,,
NCT01114750,0,,
NCT03670043,0,,
NCT04446429,0,,The trial is focused on exploring the protective role of anti-androgens in SARS-CoV-2 infection and does not specifically study an intervention related to erectile dysfunction or male impotence.
NCT04234594,0,,
NCT01209988,0,,
NCT01863615,0,,
NCT01864863,0,,
NCT01865279,0,,
NCT01865292,0,,
NCT01865305,0,,
NCT02390882,0,,
NCT01865318,0,,
NCT01865331,0,,
NCT01866748,0,,
NCT02622685,0,,
NCT01106352,0,,
NCT01110616,0,,
NCT04057729,0,,
NCT01216384,0,,
NCT01868555,0,,
NCT01868581,0,,
NCT01460342,0,,
NCT02783638,0,,
NCT01869985,0,,
NCT01870102,0,,
NCT04278703,0,,
NCT01121380,0,,
NCT01125670,0,,
NCT01220206,1,"A Randomized, Placebo-Controlled, Double-Blind, Parallel Design Trial to Evaluate the Safety and Efficacy of POM Wonderful Pomegranate Extract Capsules In Male Subjects With Moderate to Severe Erectile Dysfunction",The trial is specifically focused on evaluating the safety and efficacy of POM Wonderful Pomegranate Extract Capsules in male subjects with moderate to severe erectile dysfunction.
NCT01871844,0,,
NCT01872013,0,,
NCT05146284,0,,
NCT01872832,0,,
NCT00224120,0,,The trial focuses on the treatment of benign prostatic hyperplasia (BPH) and does not specifically address erectile dysfunction or male impotence.
NCT01226602,0,,
NCT04823052,0,,
NCT02876796,0,,
NCT00857961,0,,
NCT01585636,0,,
NCT02154477,0,,
NCT04278391,0,,
NCT01492972,0,,
NCT02770222,0,,
NCT02851485,0,,
NCT00839319,0,,
NCT01133548,0,,
NCT00842751,0,,
NCT00699049,0,,
NCT01838967,0,,
NCT04916613,0,,
NCT02380976,0,,
NCT00861757,0,,
NCT02378870,0,,
NCT01143298,0,,
NCT03659149,0,,
NCT01145014,0,,
NCT02882789,0,,
NCT00848497,1,The purpose of this study is to determine the effectiveness of testosterone replacement therapy (TRT) in men following surgery to remove the prostate in improving erectile function.,"The trial is focused on improving erectile function in men who have undergone radical prostatectomy, specifically through the use of testosterone replacement therapy."
NCT03004469,0,,
NCT02358824,0,,
NCT01145950,0,,
NCT01830309,0,,
NCT01146886,0,,
NCT01147432,0,,
NCT03659435,0,,
NCT03915886,0,,
NCT01253434,0,,
NCT01874561,0,,
NCT03706911,0,,
NCT04473651,0,,
NCT03904576,0,,
NCT01063855,1,"The purpose of this study is to evaluate the efficacy and safety of dapoxetine compared to placebo in men with premature ejaculation and erectile dysfunction who are currently being treated with a phosphodiesterase-5 inhibitor (ie, sildenafil, vardenafil, or tadalafil) for erectile dysfunction.","The trial specifically focuses on men with erectile dysfunction who are being treated with a phosphodiesterase-5 inhibitor, making it directly related to erectile dysfunction."
NCT01876615,0,,
NCT03649165,0,,
NCT01149694,0,,
NCT01728909,0,,
NCT03643627,0,,
NCT03893032,0,,
NCT01879007,0,,
NCT01879020,0,,
NCT03889366,0,,
NCT01879423,0,,
NCT01154062,0,,
NCT01880125,0,,
NCT01725009,0,,
NCT02747602,0,,
NCT01155934,0,,
NCT01881633,0,,
NCT01882296,0,,
NCT03405441,0,,
NCT02744248,0,,
NCT01161940,0,,
NCT01883167,0,,
NCT01160068,0,,
NCT01267396,0,,
NCT00215657,0,,
NCT02526784,0,,
NCT01885988,1,Nebivolol Effects on Endothelial Function and Erectile Function in Non-smoking Pre-hypertensive and Newly Diagnosed Stage 1 Hypertensive Men With Erectile Dysfunction.,The trial is focused on studying the effects of Nebivolol on both endothelial function and erectile function specifically in men diagnosed with erectile dysfunction and pre-hypertension or stage 1 hypertension.
NCT06111196,0,,
NCT01284868,0,,
NCT06048120,0,,
NCT01887106,0,,
NCT01887379,0,,
NCT01283932,0,,
NCT01888224,0,,
NCT01888250,0,,
NCT01888263,0,,
NCT01888289,0,,
NCT01888328,0,,
NCT01888341,0,,
NCT01037244,1,"Randomized, placebo-controlled, double-blind, parallel design, Phase 3 study to evaluate the safety and efficacy of udenafil, an orally administered, potent and selective inhibitor of PDE-5 versus placebo for the treatment of subjects with erectile dysfunction (ED).",The trial is specifically focused on evaluating the safety and efficacy of udenafil for the treatment of erectile dysfunction in male subjects.
NCT01888718,0,,
NCT01888731,0,,
NCT01888757,0,,
NCT01888835,0,,
NCT03863938,0,,
NCT05849298,0,,
NCT02714842,0,,
NCT02524678,0,,
NCT01900171,0,,
NCT01900184,0,,
NCT03892616,0,,
NCT01179880,0,,
NCT04335682,0,,
NCT00612196,0,,
NCT00605241,0,,
NCT00935259,0,,
NCT01177150,0,,
NCT01119443,0,,
NCT00625859,0,,
NCT03078738,0,,
NCT01901757,0,,
NCT03860506,0,,
NCT02243319,0,,
NCT01902251,0,,
NCT02244255,0,,
NCT01902550,0,,
NCT01291732,0,,
NCT01992211,0,,
NCT01904318,0,,
NCT04143958,0,,
NCT01904734,0,,
NCT01297036,0,,
NCT01905215,0,,
NCT01905410,0,,
NCT01616485,1,erectile dysfunction,"The trial is focused on evaluating the hemodynamic response to sublingual glyceryl trinitrate in subjects receiving TA-1790 and sildenafil citrate, which are drugs used for treating erectile dysfunction."
NCT01905878,0,,
NCT01027884,0,,
NCT03074058,0,,
NCT01200862,0,,
NCT01908257,0,,
NCT03706365,0,,
NCT03436654,0,,
NCT01910077,0,,
NCT01203202,0,,
NCT01950520,0,,
NCT05329857,0,,
NCT04141163,0,,
NCT01911741,0,,
NCT03814642,0,,
NCT01912469,0,,
NCT03642145,0,,
NCT01912820,0,,
NCT01299298,0,,
NCT03586037,0,,
NCT01913015,0,,
NCT01913028,0,,
NCT03585803,0,,
NCT01913379,0,,
NCT01104545,0,,
NCT01914939,0,,
NCT01080456,0,,
NCT01915667,0,,
NCT01080534,0,,
NCT03810664,0,,
NCT03799978,0,,
NCT00110214,0,,
NCT01918358,0,,
NCT01918384,0,,
NCT05629494,0,,
NCT01673555,0,,
NCT01918709,0,,
NCT03740217,0,,
NCT01306318,0,,
NCT00925678,0,,
NCT00603304,0,,
NCT02496676,0,,
NCT01919944,0,,
NCT04314986,0,,
NCT00962871,0,,
NCT01348165,0,,
NCT04294056,0,,
NCT02686294,0,,
NCT02680132,0,,
NCT01931046,0,,
NCT01931137,0,,
NCT01931501,0,,
NCT01931514,0,,
NCT01932320,0,,
NCT03773068,0,,
NCT03964350,0,,
NCT03769870,0,,
NCT02676310,0,,
NCT01933971,0,,
NCT01934101,0,,
NCT00644956,1,"The objective of this study was to determine and compare the minimum time required to achieve penile rigidity greater than or equal to 60% at the base of the penis that is sustained for at least 3 minutes measured by Rigiscan®, following visual sexual stimulation post dose of 100 mg sildenafil citrate and 20 mg tadalafil in men with erectile dysfunction (ED).",The study is focused on evaluating the onset of penile rigidity in men with erectile dysfunction who are treated with Viagra (sildenafil citrate) and Cialis (tadalafil). The primary objective is directly related to the treatment of erectile dysfunction.
NCT02521389,0,,
NCT02670070,0,,
NCT00645034,0,,
NCT00645658,0,,
NCT00006101,0,,
NCT00991809,0,,
NCT01079052,0,,
NCT01081704,0,,
NCT00645268,1,"To determine the effect on erectile function in a population of type 2 diabetic men with erectile dysfunction who have undergone the following treatment regimen: pre-treatment with a daily dose of double-blind sildenafil versus placebo for 4 weeks (Phase I) followed by an as-needed, flexible-dose, open-label treatment phase with sildenafil for 12 weeks (Phase II).","The trial is focused on evaluating the effect of Viagra (sildenafil citrate) on erectile function in men with erectile dysfunction and type 2 diabetes. The primary objective is to determine the efficacy of the treatment regimen on erectile function, making it directly related to erectile dysfunction."
NCT01936025,0,,
NCT03703882,0,,
NCT01082406,0,,
NCT02873377,0,,
NCT00648076,0,,
NCT00117312,0,,
NCT01032759,0,,
NCT00913237,0,,
NCT01055769,0,,
NCT04406194,0,,
NCT03015207,0,,
NCT05679388,0,,
NCT03014895,0,,
NCT01344629,0,,
NCT02169453,0,,
NCT02654938,0,,
NCT00649714,0,,
NCT02648854,0,,
NCT04238650,0,,
NCT04023994,0,,
NCT00653848,0,,
NCT00707551,0,,
NCT00654082,1,"To demonstrate the efficacy, safety and tolerability of sildenafil administered orally, as required, approximately 1 hour prior to sexual activity to men with erectile dysfunction (ED) associated with spinal cord injury (SCI), as well as its effects on the quality of life (QoL) of these patients.","The trial is focused on evaluating the efficacy, safety, and tolerability of sildenafil (Viagra) specifically for men with erectile dysfunction associated with spinal cord injury."
NCT00653380,0,,
NCT01080482,0,,
NCT01080560,0,,
NCT03410979,0,,
NCT01079078,0,,
NCT01234025,0,,
NCT00708565,0,,
NCT00386009,0,,
NCT02645890,0,,
NCT01046357,0,,
NCT01087580,0,,
NCT00656188,1,This study tested the hypothesis that vardenafil was both clinically effective and well-tolerated compared to placebo in men diagnosed as being unresponsive to sildenafil.,"The trial is focused on evaluating the efficacy and safety of vardenafil specifically for male erectile dysfunction subjects, particularly those unresponsive to sildenafil."
NCT00657514,0,,
NCT02531204,0,,
NCT03617081,0,,
NCT00657904,0,,
NCT01941199,0,,
NCT00913549,0,,
NCT01993212,0,,
NCT01993225,0,,
NCT01088594,0,,
NCT01082276,0,,
NCT06199791,0,,
NCT02346578,0,,
NCT03390465,0,,
NCT02768363,0,,
NCT02340572,0,,
NCT02058706,0,,
NCT02338856,0,,
NCT03399435,0,,
NCT03572387,0,,
NCT03535675,0,,
NCT02333318,0,,
NCT02327000,0,,
NCT05005455,0,,
NCT02038868,0,,The study focuses on comparing the efficacy of ASP4901 with placebo in patients with benign prostatic hyperplasia (BPH). There is no mention of erectile dysfunction or male impotence as a primary or secondary focus of the study.
NCT01134549,0,,
NCT02985957,0,,
NCT05328726,0,,
NCT03483077,0,,
NCT02327546,0,,
NCT01201863,0,,
NCT03083171,0,,
NCT01948362,0,,
NCT02237053,0,,
NCT01214109,0,,
NCT01949792,0,,
NCT04401137,0,,
NCT01951027,0,,
NCT01951053,0,,
NCT05087069,0,,
NCT02237807,0,,
NCT03375021,0,,
NCT00970632,0,,
NCT00625196,0,,
NCT02278185,0,,
NCT00771017,0,,
NCT01953497,0,,
NCT01613040,0,,
NCT01953848,0,,
NCT01953861,0,,
NCT01953887,0,,
NCT00663130,1,"Evaluating the efficacy of 10mg vardenafil versus 10mg tadalafil in the first 45 minutes post-dosing, in an as-required regimen for 4 weeks in subjects with mild/moderate to severe ED",The trial is focused on evaluating the efficacy of vardenafil versus tadalafil specifically for subjects with erectile dysfunction (ED). The study aims to assess the effectiveness of these drugs in treating ED within a specific timeframe post-dosing.
NCT01954238,0,,
NCT01954589,0,,
NCT01954615,0,,
NCT04282824,0,,
NCT04343885,0,,
NCT01955304,0,,
NCT00667966,1,Men between 18 and 64 years old with stable cord injury (more than 6 months) who had erectile dysfunction according to the National Institutes if Health (NIH) after their traumatic spinal cord injury,"The trial is focused on assessing the efficacy of Vardenafil in patients with traumatic spinal cord injury who have erectile dysfunction, as explicitly mentioned in the inclusion criteria."
NCT04787744,0,,
NCT03009981,0,,
NCT05996874,0,,
NCT00957528,0,,
NCT00913783,0,,
NCT04176081,0,,
NCT02631928,0,,
NCT03432949,0,,
NCT00670696,0,,
NCT02064673,0,,
