NCT_ID,Fertility,Fertility_quote,Fertility_summary
NCT01669291,1,"The purpose of this study is to determine if utilizing GnRH antagonists versus agonist long protocol during controlled ovarian stimulation (COH) with human-derived gonadotropins for assisted reproduction affects IVF outcome, peak estradiol level, and duration of stimulation.","The study investigates the effects of different protocols during controlled ovarian stimulation for assisted reproduction, specifically focusing on IVF outcomes. This directly relates to interventions promoting fertility and conception."
NCT01669304,0,,
NCT01259388,0,,
NCT01669772,0,,
NCT05525910,0,,
NCT01669941,0,,
NCT01670552,0,,
NCT01671800,0,,
NCT05776862,0,,
NCT05776108,0,,
NCT01676987,0,,
NCT01677039,0,,
NCT01677247,0,,
NCT01677260,0,,
NCT01677650,0,,
NCT01678053,0,,
NCT01679587,0,,
NCT05596669,0,,
NCT00355576,0,,
NCT02448264,0,,
NCT05475821,0,,
NCT05400395,0,,
NCT05717764,0,,
NCT05226923,0,,
NCT05209165,0
NCT05126316,0,,
NCT04709575,0,,
NCT04684511,0,,
NCT02307864,0,,
NCT04450407,0,,
NCT04388826,0,,
NCT04218266,0,,
NCT05659576,0,,
NCT03926819,0,,
NCT03722927,0,,
NCT03554200,0,,
NCT03128138,0,,
NCT03119038,0,,
NCT03199560,0,,
NCT06076486,0,,
NCT02303964,0,,
NCT02257970,0,,
NCT05838066,0,,
NCT05579626,0,,
NCT06074757,0,,
NCT06074016,0,,
NCT05835037,0,,
NCT05772156,0,,
NCT05486728,0,,
NCT05482672,0,,
NCT06041919,0,,
NCT06028321,0,,
NCT05288829,0,,
NCT02308098,0,,
NCT05233566,0
NCT05961098,0,,
NCT05108259,0,,
NCT05861674,0,,
NCT04862234,0,,
NCT05788588,0,,
NCT05761431,0,,
NCT05672836,0,,
NCT02308254,0,,
NCT05608499,0,,
NCT05576662,0,,
NCT05561816,0,,
NCT05558462,0,,
NCT05544916,0,,
NCT05391126,0,,
NCT03959566,0,,
NCT03909529,0,,
NCT05211284,0,,
NCT05118672,0,,
NCT05229653,0,,
NCT05008484,0,,
NCT03181932,0,,
NCT05226598,0,,
NCT03318094,0,,
NCT03250624,0,,
NCT03204955,0,,
NCT05097976,0,,
NCT01333514,0,,
NCT02066636,0,,
NCT04677504,0,,
NCT05082662,0,,
NCT01681446,0,,
NCT01681953,0,,
NCT04524832,0,,
NCT05015621,0,,
NCT06224400,0,,
NCT04369846,0,,
NCT04269395,0,,
NCT06224127,0,,
NCT04232917,0,,
NCT04143594,0,,
NCT06223880,0,,
NCT06223659,0,,
NCT06223269,0,,
NCT06223009,0,,
NCT06222879,0,,
NCT04065971,0,,
NCT06222671,0,,
NCT06212388,0,,
NCT03691350,0,,
NCT03657342,0,,
NCT03656926,0,,
NCT06192160,0,,
NCT03617458,0,,
NCT04901078,0,,
NCT03617263,0,,
NCT06144944,0,,
NCT02058264,0,,
NCT01598298,0,,
NCT00691158,0,,
NCT03403205,0,,
NCT03375112,0,,
NCT06081465,0,,
NCT06056596,0,,
NCT02781792,0,,
NCT06024408,0,,
NCT06012136,0,,
NCT06007508,0,,
NCT05995535,0,,
NCT05937581,0,,
NCT02220894,0,,
NCT01235715,0,,
NCT05832281,0,,
NCT01024036,0,,
NCT05814666,0,,
NCT05753956,0,,
NCT01958593,0,,
NCT01233609,0,,
NCT05706870,0,,
NCT01760005,0,,
NCT01232283,0,,
NCT01258608,0,,
NCT05486208,0,,
NCT04745832,0,,
NCT02875288,0,,
NCT00607945,0,,
NCT05456256,0,,
NCT05438602,0,,
NCT01052428,0,,
NCT01052272,0,,
NCT01611688,0,,
NCT01257204,0,,
NCT01231581,0,,
NCT01256658,0,,
NCT03509220,0,,
NCT06242769,0,,
NCT06242652,0,,
NCT04698915,0,,
NCT00102687,0,,
NCT01255722,0,,
NCT01008475,0,,
NCT01226745,0,,
NCT02312544,0,,
NCT06241755,0,,
NCT06235086,0,,
NCT06241235,0,,
NCT06234722,0,,
NCT06241183,0,,
NCT04561375,0,,
NCT04556838,0,,
NCT06234345,0,,
NCT04535362,0,,
NCT04523181,0,,
NCT04518293,0,,
NCT01226043,0,,
NCT01001377,0,,
NCT04476797,0,,
NCT04472429,0,,
NCT01296698,0,,
NCT06233799,0,,
NCT06240481,0,,
NCT01002547,0,,
NCT06236841,0,,
NCT06230354,0,,
NCT06233344,0,,
NCT06233266,0,,
NCT04246047,0,,
NCT06183229,0,,
NCT06233240,0,,
NCT06233201,0,,
NCT06233162,0,,
NCT06233149,0,,
NCT06175273,0,,
NCT06233097,0,,
NCT06233084,0,,
NCT06233058,0,,
NCT06233045,0,,
NCT04194216,0,,
NCT06137118,0,,
NCT06124404,0,,
NCT06109818,0,,
NCT06076304,0,,
NCT04080804,0,,
NCT04071626,0,,
NCT06230757,0,,
NCT05946551,0,,
NCT03971409,0,,
NCT03962647,0,,
NCT05921435,0,,
NCT05885737,0,,
NCT06192420,0,,
NCT03257852,0,,
NCT05498896,0,,
NCT05875571,0,,
NCT05798793,0,,
NCT01225731,0,,
NCT01007149,0,,
NCT00998335,0,,
NCT02870569,0,,
NCT00997321,0,,
NCT05780463,0,,
NCT06155032,0,,
NCT05733624,0,,
NCT03897881,0,,
NCT05612594,0,,
NCT05583526,0,,
NCT00995371,0,,
NCT06123754,0,,
NCT06118333,0,,
NCT05460832,0,,
NCT01293032,0,,
NCT03584152,0,,
NCT05292950,0,,
NCT05274243,0,,
NCT05265247,0,,
NCT01224171,0,,
NCT06055231,0,,
NCT03505905,0,,
NCT05225857,0,,
NCT05195008,0,,
NCT03351348,0,,
NCT03220776,0,,
NCT05027269,0,,
NCT01223937,0,,
NCT00998881,0,,
NCT04984278,0,,
NCT03029702,0,,
NCT04204603,0,,
NCT01222533,0,,
NCT04906408,0,,
NCT04886518,0,,
NCT06003049,0,,
NCT04872400,0,,
NCT02502006,0,,
NCT05965414,0,,
NCT05956002,0,,
NCT02359825,0,,
NCT04788953,0,,
NCT02323698,0,,
NCT05902169,0,,
NCT05892432,0,,
NCT05890001,0,,
NCT04684524,0,,
NCT04656535,0,,
NCT02246270,0,,
NCT04572841,0,,
NCT04570956,0,,
NCT04559529,0,,
NCT04544449,0,,
NCT05840952,0,,
NCT05804227,0,,
NCT05794139,0,,
NCT05782894,0,,
NCT05782244,0,,
NCT05773664,0,,
NCT04475939,0,,
NCT05773053,0,,
NCT01515748,0,,
NCT05748405,0,,
NCT00628264,0,,
NCT05728944,0,,
NCT00231777,0,,
NCT05722561,0,,
NCT05704634,0,,
NCT01076842,0,,
NCT02869165,0,,
NCT05658575,0,,
NCT01219959,0,,
NCT00993421,0,,
NCT00254397,0,,
NCT05656027,0,,
NCT00254163,0,,
NCT00110890,0,,
NCT01014208,0,,
NCT00628420,0,,
NCT00991939,0,,
NCT00122278,0,,
NCT00182091,0,,
NCT00181155,0,,
NCT00322452,0,,
NCT00110812,0,,
NCT00516269,0,,
NCT05603832,0,,
NCT05601154,0,,
NCT05593614,0,,
NCT05587322,0,,
NCT05587309,0,,
NCT04345718,0,,
NCT04331041,0,,
NCT04305587,0,,
NCT05579249,0,,
NCT02868697,0,,
NCT04211389,0,,
NCT04009109,0,,
NCT03872128,0,,
NCT05451017,0,,
NCT00993031,0,,
NCT00321984,0,,
NCT03800693,0
NCT05400317,0,,
NCT01018810,0,,
NCT02867917,0,,
NCT01018264,0,,
NCT01018186,0,,
NCT00987337,0,,
NCT00992407,0,,
NCT00986479,0,,
NCT00989833,0,,
NCT05396014,0,,
NCT03534284,0,,
NCT05388669,0,,
NCT05378503,0,,
NCT01218009,0,,
NCT01217463,0,,
NCT05367492,0,,
NCT04318743,0,,
NCT01013740,0,,
NCT01018030,0,,
NCT01217073,0,,
NCT00985621,0,,
NCT01215435,0,,
NCT01017952,0,,
NCT01017874,0,,
NCT00627952,0,,
NCT00515099,0,,
NCT05327595,0,,
NCT05322941,0,,
NCT05321121,0,,
NCT03444298,0,,
NCT01009060,0,,
NCT00988429,0,,
NCT00981409,0,,
NCT01472965,0,,
NCT01012414,0,,
NCT00629317,0,,
NCT01045304,0,,
NCT05239221,0,,
NCT04102111,0,,
NCT01214187,0,,
NCT00975481,0,,
NCT01011868,0,,
NCT01213173,0,,
NCT03375463,0,,
NCT05194111,0,,
NCT02866435,0,,
NCT00973765,0,,
NCT03358875,0,,
NCT03237780,0,,
NCT00977665,0,,
NCT00628342,0,,
NCT01208961,0,,
NCT01001572,0,,
NCT04370548,0,,
NCT01208181,0,,
NCT01001494,0,,
NCT01080820,0,,
NCT01001104,0,,
NCT01202955,0,,
NCT01202175,0,,
NCT01201317,0,,
NCT03066843,0,,
NCT01200069,0,,
NCT01199289,0,,
NCT05149313,0,,
NCT01198509,0,,
NCT01197417,0,,
NCT00977197,0,,
NCT00972595,0,,
NCT01196091,0,,
NCT00972283,0,,
NCT00969709,0,,
NCT01193127,0,,
NCT02647437,0,,
NCT01192191,0,,
NCT00096382,0
NCT00384332,0,,
NCT01307111,0,,
NCT01191801,0,,
NCT02529462,0,,
NCT01306331,0,,
NCT05017987,0,,"The study involves healthy adult volunteers and focuses on evaluating the safety and pharmacokinetic characteristics of ATB-101, ATB-1011, and ATB-1012. There is no mention of infertility, fertility promotion, or assisted reproductive techniques."
NCT04990804,0,,
NCT01194219,0,,
NCT01304147,0,,
NCT01303445,0,,
NCT01188681,0,,
NCT01302899,0,,
NCT02255435,0,,
NCT01187901,0,,
NCT01302119,0,,
NCT05927597,0,,
NCT05927428,0,,
NCT00105508,0,,
NCT00105196,0,,
NCT01083238,0,,
NCT01881048,0,,
NCT00514943,0,,
NCT00168831,0,,
NCT00103012,0,,
NCT04885218,0,,
NCT04883281,0,,
NCT04870203,0
NCT00251979,0
NCT04580147,0,,
NCT00228423,0,,
NCT04860713,0,,
NCT00511667,0,,
NCT00162981,0,,
NCT00511433,0,,
NCT00099268,0,,
NCT00511355,0,,
NCT00095212,0
NCT00980954,0,,
NCT05926206,0,,
NCT00120250,0,,
NCT00511199,0,,
NCT04682366,0,,
NCT04679818,0,,
NCT00384176,0,,
NCT04562870,0,,
NCT04562389,0,,
NCT01012349,0,,
NCT00358826,0,,
NCT01009541,0,,
NCT01565681,0,,
NCT01009697,0,,
NCT04502095,0,,
NCT00506285,0,,
NCT01010087,0,,
NCT00383786,0,,
NCT04481451,0,,
NCT04458545,0,,
NCT00504881,0,,
NCT00504725,0,,
NCT00383240,0,,
NCT00362180,0,,
NCT00383162,0,,
NCT04403282,0,,
NCT01052792,0,,
NCT01052870,0,,
NCT00358436,0
NCT04386811,0,,
NCT02578186,0,,
NCT00357968,0,,
NCT01324934,0,,
NCT04245085,0,,
NCT04200651,0,,
NCT00357656,0,,
NCT00357110,0
NCT00098722,0,,
NCT02531152,0,,
NCT00095056,0,,
NCT01053338,0,,
NCT05642962,0,,
NCT00360698,0,,
NCT01709513,0,,
NCT02534480,0,,
NCT05488431,0,,
NCT00226941,0,,
NCT00165789,0,,
NCT03952091,0,,
NCT01605071,0,,
NCT01073319,0,,
NCT00380744,0
NCT00380588,0,,
NCT01706159,0,,
NCT03865706,0,,
NCT00379808,0,,
NCT00355784,0,,
NCT02534636,0,,
NCT05135546,0,,
NCT01010789,0,,
NCT01015235,0,,
NCT00508157,0,,
NCT00508001,0,,
NCT00507689,0,,
NCT01011725,0,,
NCT05085834,0
NCT03767582,0,,
NCT00490919,0,,
NCT00506519,0,,
NCT00503009,0,,
NCT01705691,0,,
NCT01016093,0,,
NCT00160251,0,,
NCT04016974,0,,
NCT03599752,0,,
NCT05046873,0,,
NCT00506441,0,,
NCT04190693,0,,
NCT00378014,0,,
NCT03583866,0,,
NCT01018823,0,,
NCT00377858,0,,
NCT03478488,0,,
NCT00502775,0,,
NCT01054352,0,,
NCT00355082,0,,
NCT00502307,0,,
NCT00376220,0,,
NCT00375752,0,,
NCT01013909,0,,
NCT00333840,0,,
NCT02443506,0,,
NCT01019603,0,,
NCT00321906,0,,
NCT04916249,0,,
NCT00333138,0,,
NCT00332202,0,,
NCT01061814,0,,
NCT04908215,0,,
NCT04867785,0,,
NCT00321672,0,,
NCT00330174,0,,
NCT03372057,0,,
NCT03367754,0,,
NCT00338286,0,,
NCT03334006,0,,
NCT00375674,0,,
NCT03278548,0,,
NCT00320190,0,,
NCT03245489,0,,
NCT00349622,0,,
NCT00357526,0
NCT00360308,0,,
NCT04717557,0,,
NCT03152409,0,,
NCT00348374,0,,
NCT04630158,0,,
NCT04466917,0,,
NCT04283656,0,,
NCT00352664,0,,
NCT01051232,0,,
NCT03016819,0,,
NCT03991442,0,,
NCT02996227,0
NCT02853500,0,,
NCT02840409,0,,
NCT00490139,0,,
NCT04106414,0,,
NCT04091646,0,,
NCT02768337,0,,
NCT04090957,0,,
NCT04140695,0,,
NCT02671435,0,,
NCT00103311,0,,
NCT02624765,0,,The study focuses on the efficacy and safety of prenatal antiarrhythmic treatment for fetal atrial flutter and supraventricular tachycardia. It does not involve interventions related to infertility or promoting fertility/conception.
NCT03542721,0,,
NCT04443920,0,,
NCT02116335,0,,
NCT02576938,0,,
NCT03995212,0,,
NCT03933397,0
NCT01680549,0,,
NCT00483119,0,,
NCT03788434,0,,
NCT03758261,0,,
NCT02576860,0,,
NCT03502902,0,,
NCT03353480,0,,
NCT05314517,0,,"The study focuses on assessing the efficacy and safety of Namilumab in subjects with chronic pulmonary sarcoidosis. It does not involve interventions related to infertility or promoting fertility/conception, nor does it enroll participants trying to conceive."
NCT05282277,0,,
NCT05254743,0,,
NCT03531957,0,,
NCT02310828,0,,
NCT05233956,0
NCT05225558,0,,
NCT05531422,0,,
NCT05285878,0,,
NCT04483830,0,,
NCT02316756,0,,The study involves healthy subjects and does not focus on interventions related to infertility or promoting fertility/conception.
NCT01704755,0,,
NCT05165550,0,,
NCT05065905,0,,
NCT03502434,0,,
NCT05518318,0,,
NCT05003531,0,,
NCT03498456,0,,
NCT03252431,0,,The study focuses on evaluating the efficacy and safety of F-627 in women with breast cancer receiving chemotherapy. It does not involve interventions related to infertility or promoting fertility/conception.
NCT00358228,0,,
NCT04863417,0,,
NCT03207945,0,,
NCT04854096,0,,
NCT05710198,0,,
NCT03497988,0,,
NCT00709202,0,,
NCT01336530,0,,
NCT03069352,0,,
NCT03036488,0,,
NCT00777348,0,,
NCT02993523,0,,
NCT02795429,0,,
NCT02341144,0,,
NCT03122678,0,,
NCT04763343,0,,
NCT05526898,0,,
NCT02317926,0,,
NCT01873326,0,,
NCT01745588,0,,
NCT03352076,0
NCT03497442,0,,
NCT02738580,1,Analysis of Follicular Steroid Synthesis During Controlled Ovarian Stimulation With Recombinant FSH vs HMG in GnRH Antagonist Cycles,"The study focuses on controlled ovarian stimulation (COS) with recombinant FSH or HMG, which is a key part of assisted reproductive techniques such as in vitro fertilization (IVF). The participants are involved in oocyte donation, which is directly related to fertility treatments."
NCT00996866,0,,
NCT02315508,0,,
NCT04662255,0,,
NCT00673309,0,,
NCT00666835,0,,
NCT00357682,0,,
NCT00105027,0,,
NCT00101283,0,,
NCT02573350,0,,
NCT02322450,0,,
NCT00106119,0,,
NCT04548219,0,,
NCT01457053,0,,
NCT01187043,0,,
NCT00481845,0,,
NCT01472185,0,,
NCT02574520,0,,
NCT00030147,0,,
NCT02709486,0,,
NCT04390763,0,,
NCT04378075,0,,
NCT04504760,0,,
NCT02359006,0,,
NCT01186419,0,,
NCT01301027,0,,
NCT03233412,0,,
NCT04090567,0,,
NCT01456195,0,,
NCT05525650,0,,
NCT03833596,0,,
NCT00709592,0,,
NCT05525182,0,,
NCT02325492,0,,
NCT02831998,0,,
NCT05720026,0,,
NCT00482729,0
NCT01190475,0,,"The study focuses on assessing the safety and tolerability of BGS649 in women with moderate to severe endometriosis. It does not involve interventions related to infertility or promoting fertility/conception. Additionally, participants are required not to plan pregnancy within one year after the screening visit."
NCT02570074,0,,
NCT00359762,0,,
NCT01055522,0,,
NCT01183221,0,,
NCT00708500,0,,
NCT02320032,0,,
NCT03701399,0,,
NCT01182441,0,,
NCT03689972,0,,
NCT02517788,0,,
NCT04315935,0,,
NCT01182207,0,,
NCT01181895,0,,
NCT03662100,0,,
NCT03593473,0,,This study focuses on the psychobiology of resilience in mother-child pairs and involves mothers who were previously enrolled in a study during their pregnancy and postpartum period. It does not involve interventions related to infertility or promoting fertility/conception.
NCT03535688,0,,
NCT01180647,0,,
NCT01178853,0,,
NCT02320734,0,,
NCT03223883,0,,
NCT03346538,0,,
NCT02513342,0,,
NCT03120780,0,,
NCT03100149,0,,
NCT02517320,0,,
NCT02931253,0,,
NCT01464268,0,,
NCT00214539,0,,
NCT02677922,0,,
NCT00955552,0,,
NCT05187169,0,,
NCT04286503,0,,
NCT00970489,0,,
NCT00968617,0,,
NCT00976573,0,,
NCT00976495,0,,
NCT00630019,0,,
NCT00218439,0,,
NCT00358384,0,,
NCT01178073,0,,
NCT01177293,0,,
NCT00109005,0,,
NCT04879498,0,,
NCT00357916,0,,
NCT00329238,0,,
NCT00328926,1,"A Phase IV, Multicenter, Randomized, Double-blinded, Clinical Trial to Confirm the Efficacy of the 75 IU Dose of Luveris® vs. Placebo When Administered With Follitropin Alfa for Induction of Follicular Development and Pregnancy in Hypogonadotropic Hypogonadal Women With Profound LH Deficiency","The study is focused on inducing follicular development and pregnancy in women with hypogonadotropic hypogonadism, which directly relates to promoting fertility and conception."
NCT03491748,0,,
NCT04769206,0,,
NCT01299389,0,,
NCT02050308,0,,
NCT01298999,0,,
NCT04790916,0,,
NCT02516618,0,,
NCT00109473,0,,
NCT01682577,0,,
NCT04296370,0,,
NCT00554853,0,,
NCT00044655,0,,
NCT00997126,0,,
NCT00556491,0,,
NCT02761629,0,,
NCT01685151,0,,
NCT02862691,0,,
NCT02162199,0,,
NCT00223821,0,,
NCT01175811,0,,
NCT04500704,0,,
NCT00101439,0,,
NCT02162355,0,,
NCT00703326,0,,
NCT02515838,0,,
NCT01688362,0,,
NCT02510534,1,To determine the difference in clinical pregnancy rates with and without luteal progesterone support in a young reproductive aged population having undergone ovulation induction with combined clomiphene citrate and gonadotropin protocol with intrauterine insemination.,"The study focuses on evaluating pregnancy rates in women undergoing ovulation induction and intrauterine insemination, which are interventions directly related to promoting fertility and conception."
NCT03749616,0,,
NCT04497662,0,,
NCT00965185,0,,
NCT00347360,0,,
NCT04460820,0,,
NCT01298531,0,,
NCT05083468,0,,
NCT01173471,0,,
NCT01172847,0,,
NCT05273632,0,,
NCT01690221,0,,
NCT01690260,0,,
NCT01690286,0,,
NCT00966277,0,,
NCT01690351,0,,
NCT00318474,0,,
NCT00350870,0,,
NCT02429388,0,,
NCT01297517,0,,
NCT01294787,0,,
NCT01325298,0,,
NCT00965731,0,,
NCT00350636,0,,
NCT00630175,0,,
NCT05232994,0,,
NCT05231044,0,,
NCT03185130,0,,
NCT01690390,0,,
NCT02171559,0,,
NCT02850081,0,,
NCT01455415,0,,
NCT01170663,0,,
NCT01170039,0,,
NCT01286558,0,,
NCT01169103,0,,
NCT01286012,0,,
NCT01471171,0,,
NCT01285310,0,,
NCT01253226,0,,
NCT00624312,0,,
NCT01471093,0,,
NCT00327444,0,,
NCT00337610,0,,
NCT01690702,0,,
NCT00708422,0,,
NCT00421720,0,,
NCT01251120,0,,
NCT01250418,0
NCT02508740,0,,
NCT02760069,0,,
NCT01292057,0,,
NCT01690884,0,,
NCT01690949,0,,
NCT02174757,0,,
NCT01290341,0,,
NCT01690975,0,,
NCT02890199,0,,
NCT02174991,0,,
NCT02501564,0,,
NCT02168205,0,,
NCT01691118,0,,
NCT02503280,0,,
NCT01289639,0,,
NCT01289015,0,,
NCT01288937,0,,
NCT01691209,0,,
NCT01691274,0,,
NCT02168595,0,,
NCT04667156,0,,
NCT02172573,0,,
NCT01288469,0,,
NCT01691456,0,,
NCT01691469,0,,
NCT01288079,0,,
NCT02507648,0,,
NCT02172807,0,,
NCT02502968,0,,
NCT01287221,0,,
NCT01287065,0,,
NCT01167153,0,,
NCT01691547,0,,
NCT02502812,0,,
NCT01691677,0,,
NCT01691716,0,,
NCT01691742,0,,
NCT01691807,0,,
NCT04495322,0,,
NCT00630097,0,,
NCT01165281,0,,
NCT02496182,0,,
NCT02860897,0,,
NCT01692184,0,,
